,itemId,Subject,Date,Format,Title,Description,Rights,Identifier,Creator,Coverage,Relation,Type
488,5971,Family Photographs,,Quarter Plate Glass Negative,Two people at an excavation,Two people stand within the trench of an unknown excavation. Stone-lined post-holes can be seen behind them. Large spoil heaps are visible.,Morrab Library,O.490,Stanley Opie,,,
489,5972,Family Photographs,,Quarter Plate Glass Negative,Three unidentified men sitting in a room,,Morrab Library,O.491,Stanley Opie,,,
490,5973,Family Photographs,,Quarter Plate Glass Negative,Family group standing on the beach with their pet dog.,"Couple with a young child in the garden, possibly their own.",Morrab Library,O.492,Stanley Opie,,,
491,5974,Family Photographs,,Quarter Plate Glass Negative,"Couple with a young child in the garden, possibly their own",,Morrab Library,O.493,Stanley Opie,,,
492,5975,Family Photographs,,Quarter Plate Glass Negative,Young couple in the garden,,Morrab Library,O.494,Stanley Opie,,,
493,5976,Family Photographs,,Quarter Plate Glass Negative,A Bard of the Cornish Gorsedd posing in a garden,,Morrab Library,O.495,Stanley Opie,,,
494,5977,Family Photographs,,Quarter Plate Glass Negative,A man and two women leaning about some trees near a chapel,,Morrab Library,O.496,Stanley Opie,,,
495,5978,Family Photographs,,Quarter Plate Glass Negative,Group of young people walking arm in arm along a beach,,Morrab Library,O.497,Stanley Opie,,,
496,5979,Family Photographs,1939,Quarter Plate Glass Negative,Large group of people assembling at the edge of a field,"This photograph could have been taken during the visit of 250 members of the Federation of Old Cornwall Societies described in the West Briton and Cornwall Advertiser on Thursday 6th July 1939 to Stanley Opie's excavation at Carwarthen, near St Just-in-Roseland.

Many of the visitors can be seen wearing badges.",Morrab Library,O.500,Stanley Opie,,,
497,5980,Family Photographs,,Quarter Plate Glass Negative,Large group of people assembling at the edge of a field,"This photograph could have been taken during the visit of 250 members of the Federation of Old Cornwall Societies described in the West Briton and Cornwall Advertiser on Thursday 6th July 1939 to Stanley Opie's excavation at Carwarthen, near St Just-in-Roseland.

Many of the visitors can be seen wearing badges.",Morrab Library,O.501,Stanley Opie,,,
498,5981,Family Photographs,,Quarter Plate Glass Negative,"Group of people sitting in natural granite basins, possibly Bodmin Moor",,Morrab Library,O.502,Stanley Opie,,,
499,5982,Family Photographs,,Quarter Plate Glass Negative,"Group of people sitting in natural granite basins, possibly Bodmin Moor",Family group sitting on the rocks at the seaside.,Morrab Library,O.503,Stanley Opie,,,
500,5983,Family Photographs,,Quarter Plate Glass Negative,Portrait photograph of a young woman,,Morrab Library,O.504,Stanley Opie,,,
501,5984,Family Photographs,,Quarter Plate Glass Negative,Portrait photograph of a young woman,,Morrab Library,O.505,Stanley Opie,,,
502,5985,Family Photographs,,Quarter Plate Glass Negative,Profile portrait photograph of a young woman,,Morrab Library,O.506,Stanley Opie,,,
503,5986,Family Photographs,,Quarter Plate Glass Negative,Portrait photograph of a young woman,,Morrab Library,O.507,Stanley Opie,,,
504,5987,Family Photographs,,Quarter Plate Glass Negative,Portrait photograph of a young woman,,Morrab Library,O.508,Stanley Opie,,,
505,5988,Family Photographs,,Quarter Plate Glass Negative,Portrait photograph of an unidentified man,Perhaps this is a self portrait of Stanley Opie?,Morrab Library,O.509,Stanley Opie,,,
506,5989,Family Photographs,,Quarter Plate Glass Negative,Portrait photograph of an unidentified man,"This looks to be a self-taken photograph, perhaps of Stanley Opie.",Morrab Library,O.510,Stanley Opie,,,
507,5990,Family Photographs,,Quarter Plate Glass Negative,Self-taken portrait photograph of a young man,Perhaps this is Stanley Opie?,Morrab Library,O.511,Stanley Opie,,,
508,5991,Family Photographs,,Quarter Plate Glass Negative,Portrait photograph of two young women,,Morrab Library,O.512,Stanley Opie,,,
509,5992,Family Photographs,,Quarter Plate Glass Negative,Pet monkey tied to a post,,Morrab Library,O.513,Stanley Opie,,,
510,5993,Family Photographs,,Quarter Plate Glass Negative,Pet monkey tied to a post,,Morrab Library,O.514,Stanley Opie,,,
511,5994,Family Photographs,,Quarter Plate Glass Negative,Pet monkey tied to a post.,Pet monkey tied to a post.,Morrab Library,O.515,Stanley Opie,,,
512,5995,Family Photographs,,Quarter Plate Glass Negative,"Dog atop a hill or tor, possibly Carn Brea",,Morrab Library,O.516,Stanley Opie,,,
513,5996,Family Photographs,,Quarter Plate Glass Negative,"Dog atop a hill or tor, possibly Carn Brea",Family dog standing on top of a moor.,Morrab Library,O.517,Stanley Opie,,,
514,5997,Family Photographs,,Quarter Plate Glass Negative,Family dog playing on moorland.,Family dog playing on moorland.,Morrab Library,O.518,Stanley Opie,,,
515,5998,Family Photographs,,Quarter Plate Glass Negative,Wedding couple standing in the doorway of a building,,Morrab Library,O.519,Stanley Opie,,,
516,5999,Family Photographs,,Quarter Plate Glass Negative,Wedding group standing in front of a house,"The door number is 88, location unknown.",Morrab Library,O.520,Stanley Opie,,,
517,6000,Family Photographs,,Quarter Plate Glass Negative,Wedding group standing in front of a house,"The door number is 88, location unknown.",Morrab Library,O.521,Stanley Opie,,,
518,6001,Family Photographs,,Quarter Plate Glass Negative,Group of men standing in a doorway,,Morrab Library,O.522,Stanley Opie,,,
519,6002,Family Photographs,,Quarter Plate Glass Negative,Family group eating a picnic on a beach,,Morrab Library,O.523,Stanley Opie,,,
520,6003,Family Photographs,,Quarter Plate Glass Negative,Family group eating a picnic on a beach,,Morrab Library,O.524,Stanley Opie,,,
521,6004,Family Photographs,,Quarter Plate Glass Negative,Family group standing beside a footpath,,Morrab Library,O.525,Stanley Opie,,,
522,6005,Family Photographs,,Quarter Plate Glass Negative,Group of family or friends sitting at the bottom of a cliff,,Morrab Library,O.526,Stanley Opie,,,
523,6006,Family Photographs,,Quarter Plate Glass Negative,"Round Island, Isles of Scilly",,Morrab Library,O.527,Stanley Opie,Isles of Scilly,,
524,6007,Family Photographs,,Quarter Plate Glass Negative,"Three men punting on a river, possibly at Oxford",,Morrab Library,O.528,Stanley Opie,Oxford,,
525,6008,Family Photographs,,Quarter Plate Glass Negative,"Three men punting on a river, possibly at Oxford",,Morrab Library,O.529,Stanley Opie,Oxford,,
526,6009,Family Photographs,,Quarter Plate Glass Negative,"Three men punting on a river, possibly at Oxford",,Morrab Library,O.530,Stanley Opie,Oxford,,
527,6010,Family Photographs,,Quarter Plate Glass Negative,"Two women and a man punting on a river, possibly at Oxford.","Two women and a man punting on a river, possibly at Oxford.",Morrab Library,O.531,Stanley Opie,Oxford,,
528,6011,Family Photographs,,Quarter Plate Glass Negative,"Two women and a man punting on a river, possibly at Oxford.","Two women and a man punting on a river, possibly at Oxford.",Morrab Library,O.532,Stanley Opie,Oxford,,
529,6012,Family Photographs,,Quarter Plate Glass Negative,"View of the towers and spires of Oxford, possibly from All Souls.","View of the towers and spires of Oxford, possibly from All Souls.",Morrab Library,O.533,Stanley Opie,Oxford,,
530,6013,Family Photographs,,Quarter Plate Glass Negative,"High street in Oxford, showing All Souls college.","High street in Oxford, showing All Souls college.",Morrab Library,O.534,Stanley Opie,Oxford,,
531,6014,Family Photographs,,Quarter Plate Glass Negative,View of the towers and spires of Oxford.,View of the towers and spires of Oxford.,Morrab Library,O.535,Stanley Opie,Oxford,,
532,6015,Family Photographs,,Quarter Plate Glass Negative,A woman and two men standing on the roof of a college at Oxford.,A woman and two men standing on the roof of a college at Oxford.,Morrab Library,O.536,Stanley Opie,Oxford,,
533,6016,Family Photographs,,Quarter Plate Glass Negative,A college street in Oxford.,A college street in Oxford.,Morrab Library,O.537,Stanley Opie,Oxford,,
534,6017,Family Photographs,,Quarter Plate Glass Negative,Group of young men standing on the steps of a college at Oxford,Group of young men standing on the steps of a college at Oxford.,Morrab Library,O.538,Stanley Opie,Oxford,,
535,6018,Family Photographs,,Quarter Plate Glass Negative,Martyr's memorial in Oxford,,Morrab Library,O.539,Stanley Opie,Oxford,,
536,6019,Family Photographs,,Quarter Plate Glass Negative,Entrance gate to a college at Oxford.,Entrance gate to a college at Oxford.,Morrab Library,O.540,Stanley Opie,,,
537,6020,Family Photographs,,Quarter Plate Glass Negative,View of towers and spires of Oxford,,Morrab Library,O.541,Stanley Opie,,,
538,6021,Family Photographs,,Quarter Plate Glass Negative,Man standing beside a wall,,Morrab Library,O.542,Stanley Opie,,,
539,6022,Family Photographs,,Quarter Plate Glass Negative,Woman standing beside a river,,Morrab Library,O.543,Stanley Opie,,,
540,6023,Family Photographs,,Quarter Plate Glass Negative,Man and two women in a rowing boat,,Morrab Library,O.544,Stanley Opie,,,
541,6024,Fogous,,Quarter Plate Glass Negative,Chysauster Fogou,,Morrab Library,O.545,Stanley Opie,"New Mill, nr Penzance",,
542,6025,Fogous,,Quarter Plate Glass Negative,Chysauster Fogou,Chysauster Fogou.,Morrab Library,O.546,Stanley Opie,"New Mill, nr Penzance",,
543,6026,Fogous,,Quarter Plate Glass Negative,Chysauster Fogou,,Morrab Library,O.547,Stanley Opie,"New Mill, nr Penzance",,
544,6027,Fogous,,Quarter Plate Glass Negative,Trewardreva Fogou (Pixie's Hall),,Morrab Library,O.548,Stanley Opie,"Constantine, nr. Helston",,
545,6028,Fogous,,Quarter Plate Glass Negative,Trewardreva Fogou (Pixie's Hall),,Morrab Library,O.549,Stanley Opie,"Constantine, nr. Helston",,
546,6029,Fogous,,Quarter Plate Glass Negative,The interior of Trewardreva Fogou (Pixie's Hall),,Morrab Library,O.550,Stanley Opie,Constantine,,
547,6030,Fogous,,Quarter Plate Glass Negative,Pendeen Fogou,,Morrab Library,O.551,Stanley Opie,St. Just-in-Penwith,,
548,6031,Fogous,,Quarter Plate Glass Negative,Ground plan of Chapel Euny Fogou,,Morrab Library,O.552,Stanley Opie,"Sancreed, nr. Penzance",,
549,6032,Fogous,,Quarter Plate Glass Negative,Ground plan of Halliggye Fogou,,Morrab Library,O.553,Stanley Opie,"Trelowarren, the Lizard",,
550,6033,Fogous,,Quarter Plate Glass Negative,Plan and drawing of Halliggye Fogou,,Morrab Library,O.554,Stanley Opie,"Trelowarren, the Lizard",,
551,6034,Fogous,,Quarter Plate Glass Negative,Sketch and plan of Halliggye Fogou,,Morrab Library,O.555,Stanley Opie,"Trelowarren, the Lizard",,
552,6035,Fogous,,Quarter Plate Glass Negative,Ground plan of Halliggye Fogou,,Morrab Library,O.556,Stanley Opie,"Trelowarren, the Lizard",,
553,6036,Fogous,,Quarter Plate Glass Negative,Unidentified Fogou,,Morrab Library,O.557,Stanley Opie,,,
554,6037,Fogous,,Quarter Plate Glass Negative,Unidentified Fogou,,Morrab Library,O.558,Stanley Opie,,,
555,6038,Fogous,,Quarter Plate Glass Negative,Unidentified Fogou,,Morrab Library,O.559,Stanley Opie,,,
556,6039,Fogous,,Quarter Plate Glass Negative,Unidentified Fogou,,Morrab Library,O.560,Stanley Opie,,,
557,6040,Gorsedd,1928,Quarter Plate Glass Negative,"First Cornish Gorsedd, 1928",At Boscawen-ûn stone circle,Morrab Library,O.561,Stanley Opie,"Boscawen, nr. St. Buryan",,
558,6041,Gorsedd,1928,Quarter Plate Glass Negative,"First Cornish Gorsedd, 1928","Cornish Gorsedd at Boscawen-ûn stone circle. Grand Bard, Henry Jenner.",Morrab Library,O.562,Stanley Opie,"Boscawen, nr. St. Buryan",,
559,6042,Gorsedd,1928,Quarter Plate Glass Negative,"First Cornish Gorsedd, 1928",,Morrab Library,O.563,Stanley Opie,"Boscawen, nr. St. Buryan",,
560,6043,Gorsedd,1928,Quarter Plate Glass Negative,"First Cornish Gorsedd, 1928",,Morrab Library,O.564,Stanley Opie,"Boscawen, nr. St. Buryan",,
561,6044,Gorsedd,1928,Quarter Plate Glass Negative,"First Cornish Gorsedd, 1928",,Morrab Library,O.565,Stanley Opie,"Boscawen, nr. St. Buryan",,
562,6045,Gorsedd,1928,Quarter Plate Glass Negative,"First Cornish Gorsedd, 1928",,Morrab Library,O.566,Stanley Opie,"Boscawen, nr. St. Buryan",,
563,6046,Gorsedd,1928,Quarter Plate Glass Negative,"First Cornish Gorsedd, 1928",,Morrab Library,O.567,Stanley Opie,"Boscawen, nr. St. Buryan",,
564,6047,Gorsedd,1930,Quarter Plate Glass Negative,Bards assembled on the rocks of Carn Brea for the Gorsedd.,Bards assembled on the rocks of Carn Brea for the Gorsedd.,Morrab Library,O.568,Stanley Opie,"Carn Brea, Camborne",,
565,6048,Gorsedd,1930,Quarter Plate Glass Negative,Bards assembled on the rocks of Carn Brea for the Gorsedd.,Bards assembled on the rocks of Carn Brea for the Gorsedd.,Morrab Library,O.569,Stanley Opie,"Carn Brea, Camborne",,
566,6049,Gorsedd,1930,Quarter Plate Glass Negative,Bards assembled on the rocks of Carn Brea for the Gorsedd.,Bards assembled on the rocks of Carn Brea for the Gorsedd.,Morrab Library,O.570,Stanley Opie,"Carn Brea, Camborne",,
567,6050,Gorsedd,1935,Quarter Plate Glass Negative,Procession of children dancing through the street.,Procession of children dancing through the street.,Morrab Library,O.571,Stanley Opie,,,
568,6051,Gorsedd,1930,Quarter Plate Glass Negative,Cornish Bards assembled on the rocks of Carn Brea for the Gorsedd.,Cornish Bards assembled on the rocks of Carn Brea for the Gorsedd.,Morrab Library,O.572,Stanley Opie,"Carn Brea, Camborne",,
569,6052,Gorsedd,1930,Quarter Plate Glass Negative,Celtic Bards assembled on the rocks of Carn Brea for the Gorsedd.,Celtic Bards assembled on the rocks of Carn Brea for the Gorsedd.,Morrab Library,O.573,Stanley Opie,"Carn Brea, Camborne",,
570,6053,Gorsedd,1930,Quarter Plate Glass Negative,Grand Bard Henry Jenner standing on the rocks of Carn Brea for the Gorsedd.,Grand Bard Henry Jenner standing on the rocks of Carn Brea for the Gorsedd.,Morrab Library,O.574,Stanley Opie,"Carn Brea, Camborne",,
571,6054,Gorsedd,1930,Quarter Plate Glass Negative,Cornish Bards assembled on the rocks of Carn Brea for the Gorsedd.,Cornish Bards assembled on the rocks of Carn Brea for the Gorsedd.,Morrab Library,O.575,Stanley Opie,"Carn Brea, Camborne",,
572,6055,Gorsedd,1930,Quarter Plate Glass Negative,Cornish Bards assembled on the rocks of Carn Brea for the Gorsedd.,Cornish Bards assembled on the rocks of Carn Brea for the Gorsedd.,Morrab Library,O.576,Stanley Opie,"Carn Brea, Camborne",,
573,6056,Gorsedd,1930,Quarter Plate Glass Negative,Cornish Bards assembled on the rocks of Carn Brea for the Gorsedd.,Cornish Bards assembled on the rocks of Carn Brea for the Gorsedd.,Morrab Library,O.577,Stanley Opie,"Carn Brea, Camborne",,
574,6057,Hill forts and cliff castles,,Quarter Plate Glass Negative,The gateway at Chun Castle.,The gateway at Chun Castle.,Morrab Library,O.578,Stanley Opie,"Morvah, nr. St.Just-In-Penwith",,
575,6058,Hill forts and cliff castles,,Quarter Plate Glass Negative,King Charles Castle (?).,King Charles Castle (?).,Morrab Library,O.579,Stanley Opie,Tresco,,
576,6059,Hill forts and cliff castles,,Quarter Plate Glass Negative,King Charles Castle (?).,King Charles Castle (?).,Morrab Library,O.580,Stanley Opie,Tresco,,
577,6060,Hill forts and cliff castles,,Quarter Plate Glass Negative,Merthen Camp.,Merthen Camp.,Morrab Library,O.581,Stanley Opie,"Constantine, nr. Helston",,
578,6061,Hill forts and cliff castles,,Quarter Plate Glass Negative,Trencrom Hill Fort.,Trencrom Hill Fort.,Morrab Library,O.582,Stanley Opie,"Lelant Downs, nr. Hayle",,
579,6062,Hill forts and cliff castles,,Quarter Plate Glass Negative,Trencrom Hill Fort.,Trencrom Hill Fort.,Morrab Library,O.583,Stanley Opie,"Lelant Downs, nr. Hayle",,
580,6063,Hill forts and cliff castles,,Quarter Plate Glass Negative,Tree-lined ditch belonging to Nance Camp.,Tree-lined ditch belonging to Nance Camp.,Morrab Library,O.584,Stanley Opie,"Nance Camp, Portreath",,
581,6064,Hill forts and cliff castles,,Quarter Plate Glass Negative,"Excavation of a large stone, Nance Camp, Portreath",,Morrab Library,O.585,Stanley Opie,"Nance Camp, Portreath",,
582,6065,Hill forts and cliff castles,,Quarter Plate Glass Negative,"Excavation of a large stone, Nance Camp, Portreath",Excavated stone.,Morrab Library,O.586,Stanley Opie,"Nance Camp, Portreath",,
583,6066,Hill forts and cliff castles,,Quarter Plate Glass Negative,"Excavation of a large stone, Nance Camp, Portreath",Excavated stone.,Morrab Library,O.587,Stanley Opie,"Nance Camp, Portreath",,
584,6067,Hill forts and cliff castles,,Quarter Plate Glass Negative,View towards the sea.,View towards the sea.,Morrab Library,O.588,Stanley Opie,"Nance Camp, Portreath",,
585,6068,Hill forts and cliff castles,,Quarter Plate Glass Negative,View towards the sea.,View towards the sea.,Morrab Library,O.589,Stanley Opie,"Nance Camp, Portreath",,
586,6069,Hill forts and cliff castles,,Quarter Plate Glass Negative,View towards the sea.,View towards the sea.,Morrab Library,O.590,Stanley Opie,"Nance Camp, Portreath",,
587,6070,Hill forts and cliff castles,,Quarter Plate Glass Negative,Ditch at Crane Castle.,Ditch at Crane Castle.,Morrab Library,O.591,Stanley Opie,"North Cliffs, nr. Portreath",,
588,6071,Hill forts and cliff castles,,Quarter Plate Glass Negative,Crane Castle.,Crane Castle.,Morrab Library,O.592,Stanley Opie,"North Cliffs, nr. Portreath",,
589,6072,Hill forts and cliff castles,,Quarter Plate Glass Negative,Ditch at Crane Castle.,Ditch at Crane Castle.,Morrab Library,O.593,Stanley Opie,"North Cliffs, nr. Portreath",,
590,6073,Hill forts and cliff castles,,Quarter Plate Glass Negative,Caerlidnek Camp.,Caerlidnek Camp.,Morrab Library,O.594,Stanley Opie,,,
591,6074,Hill forts and cliff castles,,Quarter Plate Glass Negative,Caerlidnek Camp.,Caerlidnek Camp.,Morrab Library,O.595,Stanley Opie,,,
592,6075,Hill forts and cliff castles,,Quarter Plate Glass Negative,Caerlidnek Camp.,Caerlidnek Camp.,Morrab Library,O.596,Stanley Opie,,,
593,6076,Hill forts and cliff castles,,Quarter Plate Glass Negative,"Plans of 3 Cornish Fortresses - Bartine Castle, Caer Bran Castle, Chun Castle.","Plans of 3 Cornish Fortresses - Bartine Castle, Caer Bran Castle, Chun Castle.",Morrab Library,O.597,Stanley Opie,"St. Just-In-Penwith, Sancreed, Morvah",,
594,6077,Holed Stones,,Quarter Plate Glass Negative,Holed stone used as a gatepost.,Holed stone used as a gatepost.,Morrab Library,O.598,Stanley Opie,,,
595,6078,Holed Stones,,Quarter Plate Glass Negative,Holed Stone,Holed Stone.,Morrab Library,O.599,Stanley Opie,,,
596,6079,Holed Stones,,Quarter Plate Glass Negative,Holed stone in the gardens of Tresco,Holed stone in the gardens of Tresco.,Morrab Library,O.600,Stanley Opie,Isles of Scilly,,
597,6080,Holed Stones,,Quarter Plate Glass Negative,The Tolven Stone,The Tolven Stone.,Morrab Library,O.601,Stanley Opie,"Constantine, nr. Helston",,
598,6081,Holed Stones,,Quarter Plate Glass Negative,The Tolven Stone.,The Tolven Stone.,Morrab Library,O.602,Stanley Opie,"Constantine, nr. Helston",,
599,6082,Holed Stones,,Quarter Plate Glass Negative,Looking through the Tolven Stone.,Looking through the Tolven Stone.,Morrab Library,O.603,Stanley Opie,"Constantine, nr. Helston",,
600,6083,Holed Stones,,Quarter Plate Glass Negative,The Tolven Stone.,The Tolven Stone.,Morrab Library,O.604,Stanley Opie,"Constantine, nr. Helston",,
601,6084,Holed Stones,,Quarter Plate Glass Negative,Men-an-Tol.,Men-an-Tol.,Morrab Library,O.605,Stanley Opie,"Bosullow, nr. Pendeen",,
602,6085,Holed Stones,,Quarter Plate Glass Negative,Men-an-Tol.,Men-an-Tol.,Morrab Library,O.606,Stanley Opie,"Bosullow, nr. Pendeen",,
603,6086,Holed Stones,,Quarter Plate Glass Negative,Men-an-Tol.,Men-an-Tol.,Morrab Library,O.607,Stanley Opie,"Bosullow, nr. Pendeen",,
604,6087,Holed Stones,,Quarter Plate Glass Negative,Men-an-Tol.,Men-an-Tol.,Morrab Library,O.608,Stanley Opie,"Bosullow, nr. Pendeen",,
605,6088,Holed Stones,,Quarter Plate Glass Negative,Men-an-Tol.,Men-an-Tol.,Morrab Library,O.609,Stanley Opie,"Bosullow, nr. Pendeen",,
606,6089,Holed Stones,,Quarter Plate Glass Negative,Holed stone on Carn Brea.,Holed stone on Carn Brea.,Morrab Library,O.610,Stanley Opie,"Carn Brea, Camborne",,
607,6090,Holed Stones,,Quarter Plate Glass Negative,Holed stone found on Carn Brea.,Holed stone found on Carn Brea.,Morrab Library,O.611,Stanley Opie,"Carn Brea, Camborne",,
608,6091,Holed Stones,,Quarter Plate Glass Negative,Holed stone found on Carn Brea.,Holed stone found on Carn Brea.,Morrab Library,O.612,Stanley Opie,"Carn Brea, Camborne",,
609,6092,Landscape,,Quarter Plate Glass Negative,Loaded camel'.,Loaded camel'.,Morrab Library,O.613,Stanley Opie,"Porth Hellick, St. Mary's, Isles of Scilly",,
610,6093,Landscape,,Quarter Plate Glass Negative,Loaded camel'.,Loaded camel'.,Morrab Library,O.614,Stanley Opie,"Porth Hellick, St. Mary's, Isles of Scilly",,
611,6094,Landscape,,Quarter Plate Glass Negative,Unidentified Moorland.,Unidentified Moorland.,Morrab Library,O.615,Stanley Opie,,,
612,6095,Landscape,,Quarter Plate Glass Negative,Stream flowing through moorland.,Stream flowing through moorland.,Morrab Library,O.616,Stanley Opie,,,
613,6096,Landscape,,Quarter Plate Glass Negative,Fields and river in background.,Fields and river in background.,Morrab Library,O.617,Stanley Opie,,,
614,6097,Landscape,,Quarter Plate Glass Negative,Fields and river in background.,Fields and river in background.,Morrab Library,O.618,Stanley Opie,,,
615,6098,Landscape,,Quarter Plate Glass Negative,Unidentified Moorland.,Unidentified Moorland.,Morrab Library,O.619,Stanley Opie,,,
616,6099,Landscape,,Quarter Plate Glass Negative,VIew of old tin or copper mines across moorland.,VIew of old tin or copper mines across moorland.,Morrab Library,O.620,Stanley Opie,,,
617,6100,Landscape,,Quarter Plate Glass Negative,Fields and woodlands.,Fields and woodlands.,Morrab Library,O.621,Stanley Opie,,,
618,6101,Landscape,,Quarter Plate Glass Negative,Fields and farmlands.,Fields and farmlands.,Morrab Library,O.622,Stanley Opie,,,
619,6102,Landscape,,Quarter Plate Glass Negative,Fields and farmlands.,Fields and farmlands.,Morrab Library,O.623,Stanley Opie,,,
620,6103,Landscape,,Quarter Plate Glass Negative,Beach and marran grass.,Beach and marran grass.,Morrab Library,O.624,Stanley Opie,,,
621,6104,Landscape,,Quarter Plate Glass Negative,Moorland and bracken.,Moorland and bracken.,Morrab Library,O.625,Stanley Opie,,,
622,6105,Landscape,,Quarter Plate Glass Negative,Fields and trees.,Fields and trees.,Morrab Library,O.626,Stanley Opie,,,
623,6106,Landscape,,Quarter Plate Glass Negative,Moorland and trees.,Moorland and trees.,Morrab Library,O.627,Stanley Opie,,,
624,6107,Landscape,,Quarter Plate Glass Negative,Stone wall on moorland.,Stone wall on moorland.,Morrab Library,O.628,Stanley Opie,,,
625,6108,Landscape,,Quarter Plate Glass Negative,Moorland.,Moorland.,Morrab Library,O.629,Stanley Opie,,,
626,6109,Landscape,,Quarter Plate Glass Negative,Moorland.,Moorland.,Morrab Library,O.630,Stanley Opie,,,
627,6110,Landscape,,Quarter Plate Glass Negative,Moorland and fields.,Moorland and fields.,Morrab Library,O.631,Stanley Opie,,,
628,6111,Landscape,,Quarter Plate Glass Negative,Moorland.,Moorland.,Morrab Library,O.632,Stanley Opie,,,
629,6112,Landscape,,Quarter Plate Glass Negative,Moorland.,Moorland.,Morrab Library,O.633,Stanley Opie,,,
630,6113,Landscape,,Quarter Plate Glass Negative,Moorland and field system.,Moorland and field system.,Morrab Library,O.634,Stanley Opie,,,
631,6114,Landscape,,Quarter Plate Glass Negative,The road to Mylor.,The road to Mylor.,Morrab Library,O.635,Stanley Opie,Penryn,,
632,6115,Landscape,,Quarter Plate Glass Negative,Caerwynan Road (Carwynnen Road),"This photo was entered into the News Chronicle ""Britain 1935"" contest. Accompanying the negative is the entry slip for the competition which lists Stanley's camera as an Ensign Cameo No. 2 using Imperial Eclipse plates.",Morrab Library,O.636,Stanley Opie,nr. Camborne,,
633,6116,Landscape,,Quarter Plate Glass Negative,Caerwynan Road.,Caerwynan Road.,Morrab Library,O.637,Stanley Opie,nr. Camborne,,
634,6117,Landscape,,Quarter Plate Glass Negative,Caerwynan Road. Stanley Opie entered this photograph in a newpaper competition,Caerwynan Road. Stanley Opie entered this photograph in a newpaper competition,Morrab Library,O.638,Stanley Opie,nr. Camborne,,
635,6118,Landscape,,Quarter Plate Glass Negative,Caerwynan Road. Stanley Opie entered this photograph in a newpaper competition,Caerwynan Road. Stanley Opie entered this photograph in a newpaper competition,Morrab Library,O.639,Stanley Opie,nr. Camborne,,
636,6119,Landscape,,Quarter Plate Glass Negative,The Druids Chair.,The Druids Chair.,Morrab Library,O.640,Stanley Opie,,,
637,6120,Landscape,,Quarter Plate Glass Negative,Silbury Hill.,Silbury Hill.,Morrab Library,O.641,Stanley Opie,Wiltshire,,
638,6121,Landscape,,Quarter Plate Glass Negative,Drawing of Silbury HIll.,Drawing of Silbury HIll.,Morrab Library,O.642,Stanley Opie,Wiltshire,,
639,6122,Landscape,,Quarter Plate Glass Negative,Dyke .,Dyke .,Morrab Library,O.643,Stanley Opie,St. Agnes,,
640,6123,Landscape,,Quarter Plate Glass Negative,Dyke .,Dyke .,Morrab Library,O.644,Stanley Opie,St. Agnes,,
641,6124,Landscape,,Quarter Plate Glass Negative,Coastal valley and fields.,Coastal valley and fields.,Morrab Library,O.645,Stanley Opie,nr. St Agnes,,
642,6125,Landscape,,Quarter Plate Glass Negative,Coastal valley with various mine stacks in view.,Coastal valley with various mine stacks in view.,Morrab Library,O.646,Stanley Opie,nr. St Agnes,,
643,6126,Landscape,,Quarter Plate Glass Negative,Priest Rock.,Priest Rock.,Morrab Library,O.647,Stanley Opie,"St. Agnes, the Isles of Scilly",,
644,6127,Landscape,,Quarter Plate Glass Negative,Wooded land near Callestock.,Wooded land near Callestock.,Morrab Library,O.648,Stanley Opie,"nr. Callestock, Perranzabuloe",,
645,6128,Landscape,,Quarter Plate Glass Negative,Wooded land near Callestock.,Wooded land near Callestock.,Morrab Library,O.649,Stanley Opie,"nr. Callestock, Perranzabuloe",,
646,6129,Landscape,,Quarter Plate Glass Negative,View from thre summit of Carn Brea.,View from thre summit of Carn Brea.,Morrab Library,O.650,Stanley Opie,"Carn Brea, Camborne",,
647,6130,Landscape,,Quarter Plate Glass Negative,View of Carn Brea taken from Illogan Highway.,View of Carn Brea taken from Illogan Highway.,Morrab Library,O.651,Stanley Opie,Camborne,,
648,6131,Landscape,,Quarter Plate Glass Negative,View of Carn Brea taken from Illogan Highway.,View of Carn Brea taken from Illogan Highway.,Morrab Library,O.652,Stanley Opie,Camborne,,
649,6132,Landscape,,Quarter Plate Glass Negative,View of Carn Brea in the snow.,View of Carn Brea in the snow.,Morrab Library,O.653,Stanley Opie,Camborne,,
650,6133,Landscape,,Quarter Plate Glass Negative,View of Carn Brea over the rooftops.,View of Carn Brea over the rooftops.,Morrab Library,O.654,Stanley Opie,Camborne,,
651,6134,Landscape,,Quarter Plate Glass Negative,View of Carn Brea and the surrounding area.,View of Carn Brea and the surrounding area.,Morrab Library,O.655,Stanley Opie,Camborne,,
652,6135,Landscape,,Quarter Plate Glass Negative,Distant view of Carn Brea.,Distant view of Carn Brea.,Morrab Library,O.656,Stanley Opie,Camborne,,
653,6136,Landscape,,Quarter Plate Glass Negative,View of Carn Brea and surrounding fields.,View of Carn Brea and surrounding fields.,Morrab Library,O.657,Stanley Opie,Camborne,,
654,6137,Landscape,,Quarter Plate Glass Negative,"View of Carn Brea in the background, village street in the foreground.","View of Carn Brea in the background, village street in the foreground.",Morrab Library,O.658,Stanley Opie,Camborne,,
655,6138,Landscape,,Quarter Plate Glass Negative,VIew of Carn Brea over farmland.,VIew of Carn Brea over farmland.,Morrab Library,O.659,Stanley Opie,Camborne,,
