,itemId,Title,Description,Creator,Source,Publisher,Identifier,Subject,Rights,Date,Coverage,Format,Type,Contributor
301,16959,Senior jewish students in a tutorial.,,Serena Wadham,,,SWA.305,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
302,16960,Jewish students studying in the library.,,Serena Wadham,,,SWA.306,,,1960-1965,sunderland,Silver Bromide Print,,
303,16961,Close up of young man studying,,Serena Wadham,,,SWA.307,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
304,16962,Two senior jewish students in conversation,,Serena Wadham,,,SWA.308,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
305,16963,David Ebrahimoff listens to Rabbi Wilschanski,"written on the back by Serena Wadham:
'APS
Right. DAVID EBRAHIMOFF who is Egyptian listens to Rabbi WILSCHANSKI, at the friday morning assembly.  This is a one hour period of religious instruction: other Jewish classes take 1 hour per day of prayers etc. are held before and after school for those who want them.
(this is one pic out of a sequence-see contact sheet O.J.7)'",Serena Wadham,,,SWA.309,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
306,17001,Three Jewish children on the street with a scooter and a home-made go cart.,"Written on the back by Serena Wadham:
'The boy on the right has his locks in front of his ears left long - they are called ""PEOTH"".  This is a practice still used by some - but only some - orthodox Jews.'",Serena Wadham,,,SWA.310,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
307,17002,Older students in a tutorial with a Rabbi,,Serena Wadham,,,SWA.311,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
308,17003,Discussion about cricket outside school.,"Written on the back by Serena Wadham:
'H.G.S.
Forum......discusses passionately how to field their cricket team.  The tall boy seems to see that the small group got a fair hearing.(part of a sequence - see contacts OJ 8/32//OJ8/36//OJ9/10 or OJ9/'
[the edge of the print has been cut, so bits of the writing missing]",Serena Wadham,,,SWA.312,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
309,17004,Young student in the classroom.,,Serena Wadham,,,SWA.313,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
310,17005,Music lesson at Avigdor Primary school.,"Written on the back by Serena Wadham:
'AVIGDOR PRIMARY SCHOOL
Class Junior !
At the piano mistress, Miss Mozelle Cohen from India.  Standing up, Headmistress, Miss Khon'",Serena Wadham,,,SWA.314,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
311,17006,Older student in the classroom.,,Serena Wadham,,,SWA.315,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
312,17109,Young Jewish students in the classroom.,,Serena Wadham,,,SWA.316,,,1960-1965,,Silver Bromide Print,Photograph,
313,17110,Michael Hinden leads the chanting of grace after dinner.,Written on the back by Serena Wadham: 'Michael Hinden leads the chanting of grace after dinner'<br /><br />,Serena Wadham,,,SWA.317,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
314,17146,Portrait of a Rabbi laughing,,Serena Wadham,,,SWA.318,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
315,17147,"Jewish school, a plaque with a female staff member.","The plaque reads:
'Mr Israel Kliger has named this room in memory of his relative Mrs Leah Pruschenonski of Lodz who died in concentration camp during the war'
Also written in Hebrew.",Serena Wadham,,,SWA.319,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
316,17148,Private study for senior students,,Serena Wadham,,,SWA.320,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
317,17149,Jewish studies,"written on the back by Serena Wadham:
'H>G>S> Jewish studies, by reading Hebrew'",Serena Wadham,,,SWA.321,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
318,17150,Senior students at the Jewish school,,Serena Wadham,,,SWA.322,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
319,17152,Maths lesson at a Jewish school,"Written on the back by Serena Wadham:'H.G.S. Academic standard is high, 4 places at Cambridge (England) this autumn, 2 of them scholarships'",Serena Wadham,,,SWA.323,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
320,17153,Young jewish students in the classroom,,Serena Wadham,,,SWA.324,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
321,17154,Young jewish students reciting SIDRA after friday morning assembly.,"Written on the back by Serena Wadham;
'A>P>S> Classes Junior 3 and 4 and Rabbi WILSCHANSKI reading the weekly portion of the law after Friday morning assembly'",Serena Wadham,,,SWA.325,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
322,17155,Young Jewish students lining up outside the classroom.,,Serena Wadham,,,SWA.326,,,1960-1965,sunderland,Silver Bromide Print,Photograph,
323,17475,Box of items related to Womens' Self-Help Clinics of the early 1970s USA and UK,"A box of related items.
In the late 1960s and early 1970s some feminists involved in the Womens' Liberation Movement of that time, encouraged women take control of their bodies by learning to examine themselves using a speculum, a torch and a mirror.  This included demanding safe and legal abortions on demand.
The book 'Our Bodies Ourselves' by and for women was published in 1970 on this same theme.
Carol Downer and Lorraine Rothman were the leaders of the group that founded the 'Feminist Womens' Health Center' in Los Angeles in 1971.  They travelled the US to share their information and help to set up other groups around the country.  Serena Wadham subscribed to the FWHC newsletter, and photographed Carol Downer speaking at the ICA in London in 1973 about the Californian self-help clinic.
Serena then photographed groups in the UK doing vaginal self examinations using a speculum, torch and a mirror.",Serena Wadham,,,SWA.327,"Womens; Self-Help clinics SWA.327.A Pamphlets, newsletters, etc from the 'Feminist Womens' Health Center' Los Angeles From 1971-73. Includes an article 'IN THE SEARCH FOR SELF-KNOWLEDGE HOW MUCH OF YOURSELF ARE YOU PREPARED TO SEE?' Carolyn Faulder explains the vaginal politics behind Self-Help.",,1970-1977,,Silver Bromide Print,,
324,17518,Carol Downer at the ICA London.,,Serena Wadham,,,SWA.327.D (also D9i) duplicate print,"Written on the back of the print by Serena Wadham: 'Carol Downer, 40, from the USA, speaking at the ICA on 19.10.73 about the Californian Womens' self help clinic. She is holding a plastic speculum.'",,1973-10-19,ICA London,Silver Bromide Print,Photograph,
325,17525,Womens' group at Kingsgate London.,"Written on the back of the print by Serena Wadham:
'at Kingsgate Womens' centre, women are shown how to examine their own cervix with the help of a speculum, a torch, and a mirror.'",Serena wadham,,,"SWA.327.E
(duplicates 327.E1, 327.E2 one showing cropping marks)",,,1973,Kingsgate london,Silver Bromide Print,Photograph,
326,17579,A note from WOMAN magazine from Christine Sparks assistant features editor.,"A note from Christine Sparks to Serena Wadham.
'Dear Ms Wadham
Thank you for sending us your material for us to consider.
I am sorry to say that I don't think our readers are quite ready for the kind of frankness shown in this article, but I am very grateful to have had the opportunity of looking at it.
Yours sincerely
Christine Sparks
Assistant features editor.",Serena Wadham,,,SWA.327.B.1,,,1973-10-19,London,,,
327,17580,Debi Law showing a menstrual vacuum instrument used for early pregnancy terminations in the womens' self-help clinics in America.,"Written on the back of the print by Serena Wadham :
'Debi Law, 22, with ""Del Em"".'
This was a name given to the equipment by Carol Downer and Lorraine Rothmans who set up these clinics in the early 1970s",Serena Wadham,,,SWA.327.F,,,1971-1973,,Silver Bromide Print,Photograph,
328,17581,Five close up photographs of a woman's cervix during self-examination,,Serena Wadham,,,"SWA.327.F,  1-5",,,1973-1977,,Silver Bromide Print,Photograph,
329,17582,Debi Law discusses self-help with a group of women.,,Serena Wadham,,,SWA.327.H  and H1 duplicate,,,1972-74,,Silver Bromide Print,Photograph,
330,17583,A woman using a torch examines another woman's cervix.,,Serena Wadham,,,SWA.327.J  plus 3 duplcates,,,1973-77,,Silver Bromide Print,,
331,17584,A woman examines another woman's cervix.,"written on the back of the print by Serena Wadham:
'at a 'self-help' demonstration'",,,,SWA.327.K,,,,,Silver Bromide Print,Photograph,
332,17585,Womens' self examination demonstration,,Serena Wadham,,,SWA.327.L  plus 1 duplicate,,,1973-77,,Silver Bromide Print,Photograph,
333,17657,"Street scene, probably a market, with a young woman pushing a pram through a crowd with three children.","Serena photographed women, famous, at work and play and generally going about their business.  These photographs are taken around the streets of Islington where Serena lived. A snapshot of the lives of women in the 1970s.",Serena Wadham,,,SWA.328,,,1970-1980,Islington London,Silver Bromide Print,Photograph,
334,17658,Women talking and drinking together,"Serena photographed women, famous, at work and play and generally going about their business.  These photographs are taken around the streets of Islington where Serena lived. A snapshot of the lives of women in the 1970s.",Serena Wadham,,,SWA.329,,,1970-1980,Islington London,Silver Bromide Print,Photograph,
335,17660,Girl playing hopscotch in the street. Written on the back by Serena Wadham: 'Ellington Street',"Serena photographed women, famous, at work and play and generally going about their business.  These photographs are taken around the streets of Islington where Serena lived. A snapshot of the lives of women in the 1970s.",Serena Wadham,,,SWA.330,,,1970-1980,Ellington Street Islington,Silver Bromide Print,Photograph,
336,17661,Women in the street.  Written on the back by Serena Wadham:  'Housewives at an Islington bus stop',"Serena photographed women, famous, at work and play and generally going about their business.  These photographs are taken around the streets of Islington where Serena lived. A snapshot of the lives of women in the 1970s.",Serena Wadham,,,"SWA.331
also 331.A duplicate",,,1970-1980,Islington London,Silver Bromide Print,Photograph,
337,17662,"An Islington sidestreet, a women sits on a wall in some lovely light.","Serena photographed women, famous, at work and play and generally going about their business.  These photographs are taken around the streets of Islington where Serena lived. A snapshot of the lives of women in the 1970s.",Serena Wadham,,,SWA.332,,,1970-1980,Islington London,Silver Bromide Print,Photograph,
338,17663,Two elderly women with their shopping.,"Serena photographed women, famous, at work and play and generally going about their business.  These photographs are taken around the streets of Islington where Serena lived. A snapshot of the lives of women in the 1970s.",Serena Wadham,,,SWA.333,,,1970-1980,Islington London,Silver Bromide Print,Photograph,
339,17664,Elderly woman pushing a pram full of washing.,"Serena photographed women, famous, at work and play and generally going about their business.  These photographs are taken around the streets of Islington where Serena lived. A snapshot of the lives of women in the 1970s.",Serena Wadham,,,"SWA.334
also 334.A duplicate",,,1970-1980,Islington London,Silver Bromide Print,Photograph,
340,17665,Young people rowing a canoe on the canal.,"Serena photographed women, famous, at work and play and generally going about their business.  These photographs are taken around the streets of Islington where Serena lived. A snapshot of the lives of women in the 1970s.",Serena Wadham,,,SWA.335,,,1970-1980,Islington London,Silver Bromide Print,Photograph,
341,17667,Woman with a child in a pushchair,"Serena photographed women, famous, at work and play and generally going about their business.  These photographs are taken around the streets of Islington where Serena lived. A snapshot of the lives of women in the 1970s.",Serena Wadham,,,SWA.336,,,1970-1980,Islington London,Silver Bromide Print,Photograph,
342,17668,Woman at a hot dog stall.,"Serena photographed women, famous, at work and play and generally going about their business.  These photographs are taken around the streets of Islington where Serena lived. A snapshot of the lives of women in the 1970s.",Serena Wadham,,,SWA.337,,,1970-1980,Islington London,Silver Bromide Print,Photograph,
343,17686,Two women and a child at a bus stop in Islington,"Serena photographed women, famous, at work and play and generally going about their business. These photographs are taken around the streets of <a href=""https://en.wikipedia.org/wiki/Islington"">Islington</a> where Serena lived. A snapshot of the lives of women in the 1970s.",Serena Wadham,,,SWA.338,,,1970-1980,Islington London,Silver Bromide Print,Photograph,
344,17688,Woman with her head bandaged with a block of flats in the background.  Islington.,"Serena photographed women, famous, at work and play and generally going about their business. These photographs are taken around the streets of Islington where Serena lived. A snapshot of the lives of women in the 1970s.",Serena Wadham,,,SWA.339,,,1970-1980,Islington London,Silver Bromide Print,Photograph,
345,17689,Street with two young women wearing flared trousers the fashion of the day.,"Serena photographed women, famous, at work and play and generally going about their business. These photographs are taken around the streets of Islington where Serena lived. A snapshot of the lives of women in the 1970s.",Serena Wadham,,,SWA.340,,,1970-1980,Islington London,Silver Bromide Print,Photograph,
346,17725,A woman close-up in the street in Islington (use of telephoto lens),"Serena photographed women, famous, at work and play and generally going about their business. These photographs are taken around the streets of Islington where Serena lived. A snapshot of the lives of women in the 1970s.",Serena Wadham,,,SWA.341,,,1970-1980,Islington London,Silver Bromide Print,Photograph,
347,17726,A woman pulling a trolly full of shopping.,"Serena photographed women, famous, at work and play and generally going about their business. These photographs are taken around the streets of Islington where Serena lived. A snapshot of the lives of women in the 1970s.",Serena Wadham,,,SWA.342,,,1970-1980,Islington London,Silver Bromide Print,Photograph,
348,17727,"Elderly woman, walking with a stick, carries her shopping.","Serena photographed women, famous, at work and play and generally going about their business. These photographs are taken around the streets of Islington where Serena lived. A snapshot of the lives of women in the 1970s.",Serena Wadham,,,SWA.343,,,1970-1980,Islington London,Silver Bromide Print,Photograph,
349,17728,A woman on the street gazes into Serena's lens.,"Serena photographed women, famous, at work and play and generally going about their business. These photographs are taken around the streets of Islington where Serena lived. A snapshot of the lives of women in the 1970s.",Serena Wadham,,,"SWA.344
 SWA.344A cropped duplicate",,,1970-1980,Islington London,Silver Bromide Print,Photograph,
350,17729,A woman wheels washing in a pushchair followed by two small children on foot.,"Serena photographed women, famous, at work and play and generally going about their business. These photographs are taken around the streets of Islington where Serena lived. A snapshot of the lives of women in the 1970s.",Serena Wadham,,,SWA.345,,,1970-1980,Islington London,Silver Bromide Print,Photograph,
351,17730,An Asian women emerges from an underground station,"Serena photographed women, famous, at work and play and generally going about their business. These photographs are taken around the streets of Islington where Serena lived. A snapshot of the lives of women in the 1970s.",Serena Wadham,,,SWA.346,,,1970-1980,Islington London,Silver Bromide Print,Photograph,
352,17731,Two women behind the counter in a corner shop.,"Serena photographed women, famous, at work and play and generally going about their business. These photographs are taken around the streets of Islington where Serena lived. A snapshot of the lives of women in the 1970s.",Serena Wadham,,,SWA.347,,,1970-1980,Islington London,Silver Bromide Print,Photograph,
353,17732,"Greengrocer, a women sells half a pumpkin.","Serena photographed women, famous, at work and play and generally going about their business. These photographs are taken around the streets of Islington where Serena lived. A snapshot of the lives of women in the 1970s.",Serena Wadham,,,SWA.348,,,1970-1980,Islington London,Silver Bromide Print,Photograph,
354,17777,"Jeremy Thorpe and two others in a street in London, possibly on their way to an anti-apartheid demonstration in Trafalger Square.","<a href=""https://liberalhistory.org.uk"">Jeremy Thorpe</a> was a Liberal Party MP who among other things was passionately anti-apartheid.",Serena Wadham,,,SWA.349,,,1970,London,Silver Bromide Print,Photograph,
355,17778,Right wing 'National Freedom' rally Trafalgar Square May 1970.,"Written on the back of the print by Serena Wadham: ""At the National Freedom Rally organised by The <a href=""https://en.wikipedia.org/wiki/Conservative_Monday_Club"">Monday Club</a> 3.5.70""",Serena Wadham,,,SWA.350,,,1970-05-03,Trafalgar Square London,Silver Bromide Print,Photograph,
356,17779,"Anti-apartheid demonstration outside the South African embassy london, 1975.","<a href=""https://www.sahistory.org.za/article/british-anti-apartheid-movement"">Anti-apartheid </a>demonstration",Serena Wadham,,,SWA.351,,,1975,central london,Silver Bromide Print,Photograph,
357,17782,Anti-apartheid demonstration outside the South African Embassy London 1975.,Close up of banners and activists.,Serena Wadham,,,SWA.352,,,1975,Central London,Silver Bromide Print,Photograph,
358,17783,"Anti-apartheid meeting, 1975",,,,,SWA.353,,,1975,Central London,Silver Bromide Print,Photograph,
359,17784,354-361 is a series of images of a meeting of victims of apartheid held at the London School of Economics London in the early 1970s,Close up portrait at the meeting at the LSE,Serena Wadham,,,SWA.354,,,1970-1975,LSE London,Silver Bromide Print,Photograph,
360,17785,354-361 is a series of images of a meeting of victims of apartheid held at the London School of Economics London in the early 1970s,"Same person in close up, but standing and animated",Serena Wadham,,,SWA.355,,,1970-1975,LSE London,Silver Bromide Print,Photograph,
361,17786,354-361 is a series of images of a meeting of victims of apartheid held at the London School of Economics London in the early 1970s,,Serena Wadham,,,SWA.356,,,1970-1975,LSE London,Silver Bromide Print,Photograph,
362,17787,354-361 is a series of images of a meeting of victims of apartheid held at the London School of Economics London in the early 1970s,,Serena Wadham,,,SWA.357,,,1970-1975,LSE London,Silver Bromide Print,Photograph,
363,17788,354-361 is a series of images of a meeting of victims of apartheid held at the London School of Economics London in the early 1970s,,Serena Wadham,,,SWA.358,,,1970-1975,LSE London,Silver Bromide Print,Photograph,
364,17789,354-361 is a series of images of a meeting of victims of apartheid held at the London School of Economics London in the early 1970s,,Serena Wadham,,,SWA.359,,,1970-1975,LSE London,Silver Bromide Print,Photograph,
365,17790,354-361 is a series of images of a meeting of victims of apartheid held at the London School of Economics London in the early 1970s,,Serena Wadham,,,SWA.360,,,1970-1975,LSE London,Silver Bromide Print,Photograph,
366,17791,354-361 is a series of images of a meeting of victims of apartheid held at the London School of Economics London in the early 1970s,,Serena Wadham,,,SWA.361,,,1970-1975,LSE London,Silver Bromide Print,Photograph,
367,17837,"<a href=""womens%20peace%20rally%20trafalgar%20square%201976"">Womens' Peace Rally</a> about Northern Ireland Trafalgar Square 1976.",Written on the back by Serena Wadham: 'Womens' demo about N. Ireland',Serena Wadham,,,SWA.362,,,1976,Trafalgar Square London,Silver Bromide Print,Photograph,
368,17838,"Belfast women at the <a href=""womens%20peace%20rally%20trafalgar%20square%201976"">Peace Peoples' rally</a> in Trafalgar Square 1976","Written on the back by Serena Wadham:
'Belfast women at the Peace Peoples' Rally in Trafalgar Square'",Serena Wadham,,,SWA.363,,,1976,TrafalgarSquare london,Silver Bromide Print,Photograph,
369,17840,"<a href=""http://news.bbc.co.uk/onthisday/hi/dates/stories/march/17/newsid_2818000/2818967.stm"">Anti Vietnam War demonstration London 1968</a>","Written on the front of the print by Serena Wadham:
'Anti Nixon Demo'",,,,SWA.364,,,1968,London,Silver Bromide Print,Photograph,
370,17841,"<a href=""https://vietnamnews.vn/sunday/features/738407/bearing-witness-to-historic-paris-peace-talks.html"">Duong Thi Duyen</a>","Written on the back of the print by Serena Wadham:
'Duong Thi Duyen (Journalist? negotiator at peace Talks?)
N. Vietnamese women talking to anti-Vietnam war women at Boulogne.  She is married with two children'",Serena Wadham,,,SWA.365,,,1968-09-22,Boulogne,Silver Bromide Print,Photograph,
371,17842,"<a href=""http://archive-uat.catholicherald.co.uk/article/3rd-january-1969/10/archbishop-camara-to-visit-uk"">Helder Camara</a>, BrazilianCatholic Archbishop visiting Manchester.",,Serena Wadham,,,SWA.366,,,1969-04,Manchester UK,Silver Bromide Print,Photograph,
372,17843,Supporters of the Society for the Protection of the Unborn child wait to lobby their MPs.,"Written on the back by Serena Wadham:
'While supporters of the Society for the Protection of the Unborn Child wait to lobby their Members of Parliament, they are leafletted by women & men supporting the liberal abortion laws'",Serena Wadham,,,SWA.367,,,1967-1970,Houses of Parliament London,Silver Bromide Print,Photograph,
373,17845,"<a href=""https://www.sahistory.org.za/people/ramnie-dinat"">Miss Ramnie Dadoo,</a> daughter to Ghandi's adopted son. Krishna Menon, Dr Y Dadoo President of the South African Indian Congress.","Written on the back of the print by Serena Wadham:
'L to R, with the text as above",Serena Wadham,,,SWA.368,,,1965-1970,Trafalgar Square London,Silver Bromide Print,Photograph,
374,17999,"An album put together by Serena Wadham in the 1970s to illustrate the position of women in society.
All photographs in the album numbered SWA.369.A-SWA.369.O",Contents of an album,Serena Wadham,,,SWA.369,,,1970-1980,London,Silver Bromide Print,Photograph,
375,18000,"A woman and a man walk side by side in the street, the woman pushes a pram.  This is a slice of the full image.","A typed caption accompanies this image:
""I believe that all reforming action in law and education would break down in front of the fact that long before the age at which a man can earn a position in society, Nature has determined women's destiny through Beauty, Charm and Sweetness.'  Freud",Serena Wadham,,,SWA.369.A,,,1970-1980,London,Silver Bromide Print,Photograph,
376,18001,A crowd of men surround an old woman (Aggie) who is preaching.  The men are laughing and pretending to kiss her.,"A caption reads:
'Erin Pizzy writes about the men who need protection.'",Serena Wadham,,,SWA.369.B,,,1970-1980,London,Silver Bromide Print,Photograph,
377,18002,In a dark room a man lies down while a woman sits and sews.,"A typed caption reads:
'The woman essentially serves the man in exchange for care and protection'  Sheila Rowbotham
On the back of the print written by Serena Wadham:
'Ted Child and Wendy'",Serena Wadham,,,SWA.369.C,,,1970-1980,"islington, London",Silver Bromide Print,Photograph,
378,18003,"Two images mounted together, one shows a sculpture ('The Young Lovers') by <a href=""https://en.wikipedia.org/wiki/Georg_Ehrlich"">George Ehrich</a>, and the other of a couple embracing in a parody of the sculpture. The man in the image is <a href=""https://en.wikipedia.org/wiki/Sid_Rawle"">Sid Rawle</a>, leader of the Squatters' movement in the 1970s.","On the back of the print written by Serena Wadham:
'Sid Rawle +', the print has been cut down so the woman is un-named.",Serena Wadham,,,"SWA.369.D.i
SWA.369.D.ii",,,1970-1980,London,Silver Bromide Print,Photograph,
379,18004,This shows a white middle aged man with a notebook 'holding forth' in a young black woman's home while her baby looks on from her cot.,,Serena Wadham,,,SWA.369.E,,,1970-1980,London,Silver Bromide Print,Photograph,
380,18005,"An image of a young girl in the street carrying a toddler.
The'caption' is a photograph of some graffiti.","The graffiti reads:
'Put the mental idiot married women and girls on the dance floor so we can f**k them free as we dance or give them a lift and bump them off'",Serena Wadham,,,"SWA.369F.i
SWA.369.F.ii",,,1970-1980,London,Silver Bromide Print,Photograph,
381,18019,"A photograph of some graffiti, used as a caption to SWA.369.Fi","Graffiti reads:
'Put the mental idiot married women and girls on the dance floor so we can f**k them free as we dance or give them a lift and bump them off'",Serena Wadham,,,SWA.369.Fii,,,1970-1980,London,Silver Bromide Print,Photograph,
382,18020,Three women pick violets while a man apparently oversees the work.,,Serena Wadham,,,SWA.369.G,,,1970-1980,West Cornwall,Silver Bromide Print,Photograph,
383,18044,An image of a rundown building.  A woman carries her child down and up flights of an outdoor staircase.,"On the back of the print written by Serena Wadham: '<a href=""https://www.pasttimesproject.co.uk/lsl_browse.php?subsite=ll&amp;story=890"">Popham Street, Queens Cottages'</a>",Serena Wadham,,,SWA.369.H,,,1970-1980,"Islington, London",Silver Bromide Print,Photograph,
384,18045,"A 'cage' four women within, two are naked.  This is a theatre piece.
A typed caption reads:
'Among women in an urban population who were depressed, working-class women suffered from more depression which was made worse where they had three or more children under 14, no job; no intimate relationship; or had lost their mother before the age of 11'",,Serena Wadham,,,SWA.369.I,,,1970-1980,London,Silver Bromide Print,Photograph,
385,18046,An image of a women pushing a pram filled with a bag of washing while her two small children follow behind.,"Written on the back of the print by Serena Wadham:
'Woman with children Islington'
also written by unknown:
'Donna con bambino, Islington Londre'",Serena Wadham,,,SWA.369.J,,,1970-1980,Islington London,Silver Bromide Print,Photograph,
386,18047,Image of a mannequin wearing a bridal gown,,Serena Wadham,,,SWA.369.K,,,1970-1980,london,Silver Bromide Print,Photograph,
387,18048,"An image of three  teenagers, two boys listen intently to a girl as she talks to them.",,Serena Wadham,,,SWA.369.L,,,1970-1980,Islington London,Silver Bromide Print,Photograph,
388,18049,A girl throws a bucket of water over a male runner beside a canal.  Typed caption.,"Typed caption reads:
'Sugar and spice and all things nice that's what little girls are made of'",Serena Wadham,,,SWA.369M,,,1970-1980,"Islington,London",Silver Bromide Print,Photograph,
389,18050,"Four young jewish boys attempt to mend a little pushbike, while a girl looks on.
Typed caption. [369.N.ii]",,Serena Wadham,,,SWA.369.N.i,,,1970-1980,"Clissold Park, Islington London",Silver Bromide Print,Photograph,
390,18051,Caption related to images 369.Ni and 369.Niii,"Typed caption reads: [Referring to 369.Ni] <br />'According to Drs John Bates and <a href=""https://en.wikipedia.org/wiki/Peter_M._Bentler"">P.M. Bentler</a> from Los Angeles, the boys in the picture above are playing a scale 2-type masculine non-athletic game. Their parents have no need to worry about them becoming homosexuals if they continue like this. The girl appears to be making a suitably feminine identity, since she is keeping out of the group.' [Referring to 369.Niii] 'However the girl below (also photographed in Clissold Park) who is already interested in her toy vehicle although she is still wearing nappies, might give her parents cause for alarm if they believed the medical hypothesis.' <br />Typed on a piece of paper.",Serena Wadham,,,SWA.369.Nii,,,1970-1980,Clissold Park,,,
391,18052,"A collage of 4 images showing a small Jewish boy and girl riding bikes.  The girl turns her bicycle upside-down to 'investigate'
[See caption 369.N.ii]",,Serena Wadham,,,SWA.369.N.iii,,,1970-1980,"Clissold Park, Islington London",Silver Bromide Print,Photograph,
392,18053,A close up of a baby with 'girl?'added in 'letraset' letters to the print by Serena Wadham.,,Serena Wadham,,,SWA.369.O,,,1970-1980,Islington London,Silver Bromide Print,Photograph,
393,18325,"Scanned negatives
These films were numbered by Serena Wadham as she developed them so are in chronological order.
The first film taken in 1963.
The first few are taken using medium format film and the rest using 35mm film.",,Serena Wadham,,,SWA.neg,,,From 1963 onwards,,Negative,Photograph,
394,18326,"<a href=""https://www.tripadvisor.co.uk/Attraction_Review-g528863-d188514-Reviews-Geevor_Tin_Mine-Pendeen_Cornwall_England.html"">Geevor Tin Mine Pendeen</a> Medium format film scan","Children playing at the top of the drive, men leaving work<br /><br />",Serena Wadham,,,SWA.neg.0001,,,1962-1964,Geeveor Tin Mine,Negative,Photograph,
395,18327,"National Surf Competition St Ives 1963
Medium format film scan",Images on the beach St Ives Cornwall. National Surf Competition 1963,Serena Wadham,,,SWA.neg.0002,,,1963-09-07,St Ives Cornwall,Negative,Photograph,
396,18328,"Emma Cenn? Teetotal Street St Ives Cornwall.
Medium format film scan","A young woman (Emma Cenn?) and child sit on the steps of an old cottage in St Ives. <a href=""https://britishlistedbuildings.co.uk/101312553-1-19-teetotal-street-st-ives#.YfExli-l2-o"">Teetotal Street St Ives</a>",Serena Wadham,,,SWA.neg.0003,,,1963-09-13,Teetotal Street St Ives Cornwall,Negative,Photograph,
397,18329,"Eileen Hunt and Bar Ryan.
Medium format film scan",Two women apparently working on textiles together,Serena Wadham,,,SWA.neg.0004,,,1962-1965,West Cornwall,Negative,Photograph,
398,18330,"Figures in a dark cottage interior.

Medium format film scan","A note written with the negs by Serena Wadham:
'Pat,Paul,Richard,Michael at Joe Tilson's.'",Serena Wadham,,,SWA.neg.0005,,,1962-1965,West Cornwall,Negative,Photograph,
399,18331,"Scarlett and Vivian Ryan, on the cliffs.
Medium format film scan",Two young children on the cliffs West cornwall,Serena Wadham,,,SWA.neg.0006,,,1963-09-29,West Penwith,Negative,Photograph,
400,18442,"Medium format film scan with contact print
Young man, outside, posing",Portrait of a young man,Serena Wadham,,,SWA.neg.0007,,,1963-1965,west penwith,Negative,Photograph,
401,18443,"medium format film with contact print
A man a woman and a small boat in Penberth Cove.","Written on a note with the negatives by Serena Wadham:
'Irina Penberth'",Serena Wadham,,,SWA.neg.0008,,,1963-1965,Penberth West cornwall,Negative,Photograph,
402,18444,"medium format film scan with contact print
A man in an artist's studio, probably in St Ives",,Serena Wadham,,,SWA.neg.0009,,,,St Ives,,Photograph,
403,18501,Man and boy working the land with a lorry and a tractor,,Serena Wadham,,,SWA.neg.0010,Farming at Georgia Nancledra,,1963-1965,Nancledra West cornwall,Negative,Photograph,
404,18502,"Man working with wood, outside near a cottage.
Part of the film taken in Soho London","Written on a note with the film:
'Charles Crendle'",Serena Wadham,,,SWA.neg.0011,,,1963-1965,Nancledra,Negative,Photograph,
405,18542,Soho,,Serena Wadham,,,SWA.neg.0012,"Written on the back of the contact print by Serena Wadham:
'Soho'",,1963-1965,London,Negative,Photograph,
406,18543,Man and woman with a cat in a living room,,Serena Wadham,,,SWA.neg.0019,,,1963-1965,cornwall,Negative,Photograph,
407,18544,Man (David Chapple?) working with dried flowers.,,Serena Wadham,,,SWA.neg.0013,,,1963-1965,cornwall,Negative,Photograph,
408,18545,Street images London,,Serena Wadham,,,"SWA.neg.0014.a  
SWA.neg.0014.b",,,1963-1965,London,Negative,Photograph,
409,18546,People working picking flowers,,Serena Wadham,,,"SWA.neg.0016.a
SWA.neg.0016.b",,,1963-1965,,Negative,Photograph,
410,18547,"Penberth, man working with a small boat.",,Serena Wadham,,,"SWA.neg.0018.a
SWA.neg.0018.b",,,1963-1965,Penberth,Negative,Photograph,
411,18548,Butcher's shop and Penzance train station.,,Serena Wadham,,,"SWA.neg.0020.a
SWA.neg.0020.b",,,1963-1965,Penzance,Negative,Photograph,
412,18549,Women picking violets,,Serena Wadham,,,"SWA.neg.0021.a
SWA.neg.0021.b",,,1963-1965,Treen,Negative,Photograph,
413,18788,Penberth Cove with men and boats,,Serena Wadham,,,"SWA.neg.0022.a
SWA.neg.0022.b",,,1963-1965,Penberth Cove,Negative,Photograph,
414,18789,Roy Thomas farming at Georgia Nancledra,,Serena Wadham,,,"SWA.neg.0023.a
SWA.neg.0023.b",,,1963-1965,"Georgia, Nancledra",Negative,Photograph,
