,dct:identifier,dct:title,dct:provenance,dct:date,dct:rights,dct:format,dct:type,dct:identifier,dct:spatial,dct:subject,dct:description,dct:publisher,dct:creator,dct:source,dct:isPartof,schema:copyrightNotice,schema:license,schema:creator,schema:publisher,schema:identifier
251,16409,"Alsia Mill, St Buryan Parish",Margaret Orchard,1980,Morrab Library,35mm Slide,Photograph,ORCH.SL.0252,St Buryan Parish,Buildings,Mill Building,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
252,16433,"Alsia Mill Leat, St Buryan Parish",Margaret Orchard,1980,Morrab Library,35mm Slide,Photograph,ORCH.SL.0253,St Buryan Parish,Buildings,View of the Leat,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
253,16434,"Alsia Mill, St Buryan Parish",Margaret Orchard,1980,Morrab Library,35mm Slide,Photograph,ORCH.SL.0254,St Buryan Parish,Buildings,View of the Waterwheel,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
254,16435,"Smeaton's Tower, St Ives Pier",Margaret Orchard,1970,Morrab Library,35mm Slide,Photograph,ORCH.SL.0255,St Ives,Buildings,"Situated on Smeaton's Pier, St Ives",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
255,16436,"The Green Market, Penzance",Margaret Orchard,c. 1940,Morrab Library,35mm Slide,Photograph,ORCH.SL.0256,Penzance,Buildings,Demolition of a building. Taylor's Garage to the right,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
256,16529,St Michael's copper water cistern,Margaret Orchard,c. 1980s,Morrab Library,35mm Slide,Photograph,ORCH.SL.257,Marazion,Buildings,"Water tank, dated September 29th 1784",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
257,16530,"West end of Penzance, Market House",Margaret Orchard,c. 1922,Morrab Library,35mm Slide,Photograph,ORCH.SL.0258,Penzance,Buildings,The Dome and the Western end of the Market House are seen before the alterations for Lloyd's Bank where completed in 1925,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
258,16662,"Shops on the Terrace, Market Jew Street, Penzance",Margaret Orchard,circa 1960,Morrab Library,35mm Slide,Photograph,ORCH.SL.0259,Penzance,Buildings,The image features Smith's Gents Outfitters premises close by to the Market House and the Humphry Davy statue,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
259,16663,"Shops at the bottom end of the Terrace, Market Jew Street, Penzance",Margaret Orchard,circa 1940s,Morrab Library,35mm Slide,Photograph,ORCH.SL.0260,Penzance,Buildings,"Located at the corner of Wood Street, formerly the The Central hotel, later Jacob's General Outfitters",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
260,16664,"Fire damage to the Cafe Marina, Western Promenade, Penzance",Margaret Orchard,circa 1935,Morrab Library,35mm Slide,Photograph,ORCH.SL.0261,Penzance,Buildings,Demolished  after a disastrous fire in 1935,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
261,16746,Richard's Sweet Shop,Margaret Orchard,c. 1930s,Morrab Library,35mm Slide,Photograph,ORCH.SL.0262,Penzance,Buildings,"Located at the bottom of Market Jew Street on the right hand side going down. Later the premises of J.H. Bennetts, fuel supplys",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
262,16747,The Gas Stores,Margaret Orchard,c. 1910,Morrab Library,35mm Slide,Photograph,ORCH.SL.0263,Penzance,Buildings,"Located on Market Jew Street, Penzance, at the corner of Gas Lane, (now New Town Lane). Poundstretcher store now occupies the site",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
263,16748,The Fishertman's Rest,Margaret Orchard,c. 1895,Morrab Library,35mm Slide,Photograph,ORCH.SL.0264,Newlyn,Buildings,"Located at the bottom of Church Street, Newlyn Town, near the Red Lion Inn. This was a popular meeting place for aged retired fishermen, the building is now a private dwelling",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
264,16749,"Flats and houses at Navy Inn Court, Newlyn Town",Margaret Orchard,c. 1960,Morrab Library,35mm Slide,Photograph,ORCH.SL.0265,Newlyn,Buildings,"Built on the original site of the old Navy Inn, demolished in 1938/39 under the 1936 Housing Act, as interpreted by Penzance Council",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
265,16750,Penzance Library and School of Art Building frontage,Margaret Orchard,c. 1970,Morrab Library,35mm Slide,Photograph,ORCH.SL.0266,Penzance,Buildings,"Located at the top end of Morrab Road, built 1880. The ancient bronze cannon, believed to be from the Spanish Armada and placed in front of the library was stolen and never recovered",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
266,16751,Old Market House,Margaret Orchard,1836,Morrab Library,35mm Slide,Engraving,ORCH.SL.0267,Penzance,Buildings,"Located at the western end of Market Jew Street. Demolished in 1836 and rebuilt as the current Market House, later to become the Lloyds Bank building. The image reproduced from an old engraving",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
267,16752,"Alexandra Road Church, Penzance",Margaret Orchard,c. 1970,Morrab Library,35mm Slide,Photograph,ORCH.SL.0268,Penzance,Buildings,"Built in 1882, modelled on the Campanielle in St Marks Square, Venice. The building is now a dwelling, converted into flats",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
268,16753,"Bishop Rock Lighthouse, Isles of Scilly",Margaret Orchard,c. 1970,Morrab Library,35mm Slide,Photograph,ORCH.SL.0269,Isles of Scilly,Buildings,Image shows the keepers relief in progress,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
269,16754,"Bishop Rock Lighthouse, complete tower",Margaret Orchard,c. 1970,Morrab Library,35mm Slide,Photograph,ORCH.SL.0270,Isles of Scilly,Buildings,Located to the west of the Isles of Scilly,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
270,16755,"The Pavillion, Penzance Promenade",Margaret Orchard,c. 1970,Morrab library,35mm Slide,Photograph,ORCH.SL.0271,Penzance,Buildings,"Built in 1911, originally a theatre. It has had various uses, a dance hall etc., and now an amusement arcade known as the Grand Casino",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
271,16756,Alexandra Road Church,Margaret Orchard,1976,Morrab Library,35mm Slide,Photograph,ORCH.SL.0272,Penzance,Buildings,Built in 1882,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
272,16757,St Paul's Church,Margaret Orchard,c. 1900,Morrab Library,35mm Slide,Photograph,ORCH.SL.0273,Penzance,Buildings,"Located at the top of Clarence Street, Penzance",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
273,16758,"Old St Mary's Chapel spire, Penzance",Margaret Orchard,c. 1832,Morrab Library,35mm Slide,Engraving,ORCH.SL.0274,Penzance,,The present Church is is built on this site. The foundation stone was laid in 1832,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
274,16759,New Market House,Margaret Orchard,c. 1837,Morrab Library,35mm Slide,Engraving,ORCH.SL.0275,Penzance,Buildings,View from the East at the top end of Market Jew Street,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
275,16765,Army and Navy Stores,Margaret Orchard,c. 1970,Morrab Library,35mm Slide,Photograph,ORCH.SL.0276,Penzance,Buildings,"Located on Causewayhead, Penzance",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
276,16766,Midland Bank building,Margaret Orchard,c. 1970,Morrab Library,35mm Slide,Photograph,ORCH.SL.0277,Penzance,Buildings,"Located in the Green Market, Penzance, now the HSBC Bank",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
277,16767,"The Wherrytown Serpentine Works, Penzance",Margaret Orchard,c. 1970,Morrab Library,35mm Slide,Photograph,ORCH.SL.0278,Penzance,Buildings,"Mr Bedford Bolitho purchased the site which later became the Bedford Bolitho gardens, formerly opened 24th May 1916.",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
278,16768,Taylor's hairdressing shop,Margaret Orchard,c. 1970,Morrab Library,35mm Slide,Photograph,ORCH.SL.0279,Penzance,Buildings,"Location Parade Street, Penzance, the man in the doorway is Mr Proctor. As can be seen the shop had multiple usage, selling fishing tackle, cutlery and tobacco products. The premises were opened in 1903 and closed June 1973",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
279,16769,"Swimming Baths, Penzance",Margaret Orchard,c. 1970,Morrab Library,35mm Slide,Photograph,ORCH.SL.0280,Penzance,Buildings,"Located at the western end of the Promenade, built and opened in 1887, latterly known as the Cafe Marina. Cafe Marina was demolished in 1935 and the site of is now part of the Wherrytown car park",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
280,16773,Penzance Public Baths 2,Margaret Orchard,c. 1910,Morrab Library,35mm Slide,Photograph,ORCH.SL.0281,Penzance,Buildings,"Located at the western end of the Promenade, built and opened in 1887, latterly known as the Cafe Marina. Cafe Marina was demolished in 1935 and the site of is now part of the Wherrytown car park",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
281,16774,A cottage at Gulval,Margaret Orchard,1937-07,Morrab Library,35mm Slide,Photograph,ORCH.SL.0282,Gulval,Buildings,"The end wall with plaster exposed shows the Cob construction. Cob is a natural building material made from sub soil, water, fibrous organic material and sometimes lime",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
282,16775,A typical thatched cottage at Gulval,Margaret Orchard,c. 1900,Morrab Library,35mm Slide,Photograph,ORCH.SL.0283,Gulval,Buildings,With the resident in the doorway,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
283,16776,"The Lennard's shoe shop building, Penzance",Margaret Orchard,c. 1905,Morrab Library,35mm Slide,Photograph,ORCH.SL.0284,Penzance,Buildings,Situated in the Green Market this building was formerly the premises of The Public Benefit Boot Company,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
284,16779,"Entrance to the underground service tunnel, St Michael's Mount 1",Margaret Orchard,c. 1980,Morrab Library,35mm Slide,Photograph,ORCH.SL.0285,"St Michael's Mount, Marazion",Buildings,For transporting goods up to the castle,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
285,16780,St Michael's Mount service tunnel 2,Margaret Orchard,c. 1980,Morrab Library,35mm Slide,Photograph,ORCH.SL.0286,"St Michael's Mount, Marazion",Buildings,Appears to be the tunnel exit at the top,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
286,16797,Roger's Tower,Margaret Orchard,c. 1910,Morrab Library,35mm Slide,Photograph,ORCH.SL.0287,Penzance area,Buildings,Location at Castle An-Dinas near Castlegate,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
287,16798,"Keigwin Arms, Mousehole",Margaret Orchard,c. 1905,Morrab Library,35mm Slide,Photograph,ORCH.SL.0288,Mousehole,Buildings,This was the only surviving building after a raid by the Spanish in 1595 who sacked the village,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
288,16799,"Penwith House and restaurant, Land's End",Margaret Orchard,c. 1895,Morrab Library,35mm Slide,Photograph,ORCH.SL.0289,Land's End,Buildings,Very early photograph pre the development of Land's End,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
289,16800,"St Michael's Mount, drawing of alterations",Margaret Orchard,1875,Morrab Library,35mm Slide,Print,ORCH.SL.0290,St Michael's Mount,Buildings,A drawing of the South-Eastern alterations designed by Sir Piers St Aubyn in 1875,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
290,16801,The First and Last Inn at Sennen,Margaret Orchard,c. 1850,Morrab Library,35mm Slide,Print,ORCH.SL.0291,Sennen,Buildings,From an old print,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
291,16802,The First and Last Refreshment House in England,Margaret Orchard,c. 1850,Morrab Library,35mm Slide,Photograph,ORCH.SL.0292,Land's End,Buildings,Early photograph commonly known as the First and Last House,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
292,16803,Wolf Rock Lighthouse construction,Margaret Orchard,c. 1861,Morrab Library,35mm Slide,Photograph,ORCH.SL.0293,Wolf Rock,Buildings,"Situated 8 nautical miles southwest of Land's End. Construction started in in 1861, completed in 1869, height 135 feet",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
293,16804,Wolf House Lighthouse relief,Margaret Orchard,c. 1870,Morrab Library,35mm Slide,Photograph,ORCH.SL.0294,Wolf Rock,Buildings,"Relief vessel standing off, from an old engraving",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
294,16905,Hayle Explosive Works,Margaret Orchard,c. 1900,Morrab Library,35mm Slide,Photograph,ORCH.SL.0295,Hayle,Buildings,Reproduced from a postcard,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
295,16906,"Mitchell the Jewellers, Penzance",Margaret Orchard,1981,Morrab Library,35mm Slide,Photograph,ORCH.SL.0296,Penzance,Buildings,"A long established family Jewellers business, situated on the Market Place, Penzance",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
296,16907,"Queen's Hotel buildings, Penzance",Margaret Orchard,1910,Morrab Library,35mm Slide,Photograph,ORCH.SL.0297,Penzance,Buildings,"Showing the Trelawny Motor Tours agency, now Simpson's TV engineers, opposite Penzance promenade",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
297,16908,Trembath Mill,Margaret Orchard,1973,Morrab Library,35mm Slide,Photograph,ORCH.SL.0298,Buryas Bridge,Buildings,Situated at Buryas Bridge,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
298,16909,Johnson's Grocers Shop,Margaret Orchard,1960,Morrab Library,35mm Slide,Photograph,ORCH.SL.0299,Penzance,Buildings,"Situated at number 59 Adelaide Street, Penzance. The last shop to be lit by gas in Penzance",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
299,16910,Rose Morran Cottage,Margaret Orchard,1969,Morrab Library,35mm Slide,Photograph,ORCH.SL.O300,,Buildings,"An original thatched cottage, farmhouse situated near Gulval",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
300,16911,"Railway Inn with family at front entrance, Penzance",Margaret Orchard,c. 1940,Morrab Library,35mm Slide,Photograph,ORCH.SL.0301,Penzance,Buildings,"Situated on Mount Street, near the Railway Station now known as the Lamp and Whistle Public House",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
301,16912,"Crown Inn, Penzance",Margaret Orchard,c. 1960,Morrab Library,35mm Slide,Photograph,ORCH.SL.0302,Penzance,Buildings,Situated in Victoria Square off Bread Street,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
302,16913,Treneere Mill,Margaret Orchard,c. 1900,Morrab Library,35mm Slide,Photograph,ORCH.SL.0303,Heamoor,Buildings,Situated near Heamoor,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
303,16914,"Gas Showroom, Penzance",Margaret Orchard,1900,Morrab Library,35mm Slide,Photograph,ORCH.SL.0304,Penzance,Buildings,Situated on Market Jew Street,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
304,16915,"Branwells Mill, Gulval",Margaret Orchard,c. 1903,Morrab Library,35mm Slide,Photograph,ORCH.SL.0305,Gulval,Buildings,Constuction completed in 1903,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
305,16916,"Under Chapel Yard, Penzance",Margaret Orchard,1900,Morrab Library,35mm Slide,Photograph,ORCH.SL.0306,Penzance,Buildings,Situated below St Mary's Church,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
306,16964,Under Chapel Yard 2,Margaret Orchard,1900,Morrab Library,35mm Slide,Photograph,ORCH.SL.0307,Penzance,Buildings,As previous ORCH.SL.0306,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
307,16965,J.A.D. Bridger Booksellers,Margaret Orchard,c. 1960s,Morrab Library,35mm Slide,Photograph,ORCH.SL.0308,Penzance,Buildings,Situated on Market Jew Street,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
308,16966,"The Dolphin Tavern, Wharfside, Penzance",Margaret Orchard,c. 1890,Morrab Library,35mm Slide,Photograph,ORCH.SL.0309,Penzance Harbour area,Buildings,Public House opposite the Floating Dock,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
309,16967,"Dolphin Tavern, Wharfside, Penzance 2",Margaret Orchard,c. 1890,Morrab Library,35mm Slide,Photograph,ORCH.SL.0310,Penzance,Buildings,As previous ORCH.SL.0309,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
310,16968,"Lloyds Dairy, Alverton",Margaret Orchard,c. 1900,Morrab Library,35mm Slide,Photograph,ORCH.SL.0311,Penzance,Buildings,"Situated in Alverton, exact location unknown, no further information",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
311,16969,"Old Farmhouse, Boswarthan",Margaret Orchard,From a postcard dated 1975,Morrab Library,35mm Slide,Photograph,ORCH.SL.0312,Boswarthan,Buildings,Near Madron,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
312,16970,"First and Last House, Land's End",Margaret Orchard,c. 1910,Morrab Library,35mm Slide,Photograph,ORCH.SL.0313,Lands End,Buildings,"Selling refreshments, postcards and gifts etc.",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
313,16971,Penzance Co-operative Society Shop,Margaret Orchard,c.1910,Morrab Library,35mm Slide,Photograph,ORCH.SL.0314,Penzance,Buildings,"Situated on the Terrace, Penzance",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
314,17111,"Opie's Butchers shop, Penzance",Margaret Orchard,c. 1930,Morrab Library,35mm Slide,Photograph,ORCH.SL.O315,Penzance,Buildings,Possible location Causewayhead,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
315,17112,"Gibson's Photographic building, Penzance",Margaret Orchard,c. 1910,Morrab Library,35mm Slide,Photograph,ORCH.SL.0316,Penzance,Buildings,"Located on the Terrace, Market Jew Street",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
316,17113,"Holmans Borough Arms Foundry, Penzance",Margaret Orchard,c. 1910,Morrab Library,35mm Slide,Photograph,ORCH.SL.0317,Penzance,Buildings,Located at 100 Market Jew Street,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
317,17114,Chirgwins Bakers and Tea Rooms,Margaret Orchard,c. 1902,Morrab Library,35mm Slide,Photograph,ORCH.SL.0318,Penzance,Buildings,Located at 8 Market Jew Street,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
318,17115,Hoskings Alexandra Dairy,Margaret Orchard,c. 1900,Morrab Library,35mm Slide,Photograph,ORCH.SL.0319,Penzance,Buildings,Located in Wherrytown,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
319,17193,Criddle and Smith house furnishers store,Margaret Orchard,c. 1900,Morrab Library,35mm Slide,Photograph,ORCH.SL.0320,Penzance,Buildings,"Located at the bottom of Clarence Street, Penzance, now the premises of Alfred Smith & Son., Penzance.",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
320,17194,Decorations to the frontage of Criddle and Smith,Margaret Orchard,c. 1910,Morrab Library,35mm Slide,Photograph,ORCH.SL.0321,Penzance,Buildings,"Now the premises of Alfred Smith & Son., Penzance",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
321,17195,Penzance Folly House,Margaret Orchard,c. 1831,Morrab Library,35mm Slide,Engraving,ORCH.SL.0322,Penzance,Buildings,"Reputed to be the oldest building in Penzance before it was demolished, located on the promenade it's site now occupied by Fraser's Fish and Chip Cafe",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
322,17196,"The building of Treneere Estate, Penzance",Margaret Orchard,c. 1936,Morrab Library,35mm Slide,Photograph,ORCH.SL.0323,Penzance,Buildings,Located at the north end of Penzance adjacent to the Penzance By-pass road,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
323,17197,"Preston Family house, Penzance",Margaret Orchard,c. 1890,Morrab Library,35mm Slide,Photograph,ORCH.SL.0324,Penzance,Buildings,"Located Alverton, the former home of Preston, professional photographer operating  in Penzance from 1860 onwards. Later became the National Asssistance Office and currently the Alverne Restaurant and Lounge",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
324,17198,Building. Bottom of Causewayhead,Margaret Orchard,c. 1800,Morrab Library,35mm Slide,Print,ORCH.SL.0325,Penzance,Buildings,Located at the corner now occupied by the HSBC Bank building. Image from a period drawing showing the Penzance Market Cross,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
325,17233,"Pascoe's Court and Sandy Bank, Penzance",Margaret Orchard,c. 1890,Morrab Library,35mm Slide,Photograph,ORCH.SL.0326,Penzance,Buildings,The whole street was overlooked by St Mary's Church. The street now demolished was located close to the present Yacht Inn and the PZ Gallery formerly Taylor's Garage,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
326,17234,"The old Yacht Inn, pre 1922, Penzance",Margaret Orchard,c. 1920,Morrab Library,35mm Slide,Photograph,ORCH.SL.0327,Penzance,Buildings,"This is a photograph of the original Yacht Inn and shows Francis Eddy the licensee standing in the doorway. Later replaced by the present property built in 1936, designed by Colin Drewitt F.R.I.B.A. The passage on the left of the Inn led to Pascoe's Court. See ORCH.SL.0326",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
327,17235,"The bottom of Coinagehall Street, Penzance",Margaret Orchard,c. 1900,Morrab Library,35mm Slide,Photograph,ORCH.SL.0328,Penzance,Buildings,Commercial buildings facing seaward,Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
328,17236,"Old Dolphin Tavern, Wharfside, Penzance",Margaret Orchard,c. 1880,Morrab Library,35mm Slide,Photograph,ORCH.SL.0329,Penzance,Buildings,"Situated at the bottom of Quay Street, Penzance. The attached building to the left was the Harbour Office taken down to construct Battery Road",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
329,17237,"Gothic House, Adelaide Street, Penzance",Margaret Orchard,c. 1930s,Morrab Library,35mm Slide,Photograph,ORCH.SL.0330,Penzance,Buildings,"One time resident Omar Pascoe born 1851, lived there with his wife Mary and family",Morrab Library,,,https://photoarchive.morrablibrary.org.uk/collections/show/21,Copyright Morrab Library,,Morrab Library,Morrab Library,
