Level,Location,SHC Ref No,System Ref No,Title,Date,Quantity,Column8,Column21,Column22,Column23,Column24,Column26,Column27,Column29
Item,"Surrey History Centre, Woking",CC1174/2/28,CC1174/2/1/1/28,Audio cassette tape featuring the reminiscences of Mr Les Rose of Pirbright,16 Mar 1998,,,,,Open,,,,
Item,"Surrey History Centre, Woking",CC1174/2/29,CC1174/2/1/1/29,Audio cassette tape featuring the reminiscences of Mr James Curwen of Chobham Common,20 Apr 1998,,,,,Open,,,,
Item,"Surrey History Centre, Woking",CC1174/2/30,CC1174/2/1/1/30,Audio cassette tape featuring the reminiscences of Mr John Clarke of Knaphill,10 Jun 1998,,,,,Open,,,,
Item,"Surrey History Centre, Woking",CC1174/2/31,CC1174/2/1/1/31,Audio cassette tape featuring the reminiscences of Mr Chris Martin of Pirbright,7 Jun 2003,,,,,Open,,,,
Item,"Surrey History Centre, Woking",CC1174/2/32,CC1174/2/1/1/32,Audio cassette tape featuring the reminiscences of Mrs Pauline Allen of Pirbright,7 Jun 2003,,,,,Open,,,,
Item,"Surrey History Centre, Woking",CC1174/2/33,CC1174/2/1/1/33,Audio cassette tape featuring the reminiscences of Mrs Marjorie Wheeler of Pirbright,19 Jul 2003,,,,,Open,,,,
Item,"Surrey History Centre, Woking",CC1174/2/34,CC1174/2/1/1/34,Audio cassette tape featuring the reminiscences of Mr and Mrs Hartney of Pirbright,23 Aug 2003,,,,,Open,,,,
Item,"Surrey History Centre, Woking",CC1174/2/35,CC1174/2/1/1/35,Audio cassette tape featuring the reminiscences of Mrs Patsy Burch of Pirbright,17 Oct 2003,,,,,Open,,,,
Item,"Surrey History Centre, Woking",CC1174/2/36,CC1174/2/1/1/36,Audio cassette tape featuring the reminiscences of Mr Jim Martin of Pirbright,7 Nov 2003,,,,,Open,,,,
Item,"Surrey History Centre, Woking",CC1215/3/4,CC1215/3/4,File relating to Oral History Project meeting,2008,,,,,,,,,
Item,"Surrey History Centre, Woking",QRWS/30/KNIGP/3,QRWS/30/256a/3,"Audio CD of reminiscences by Mr Knight of his experiences in Egypt, Italy and Northern Europe, 1940-1945",2010,,,,Open,,,,,
Item,"Surrey History Centre, Woking",QRWS/30/KNIGP/6,QRWS/30/256a/6,"Audio CD, recorded in 2005, of reminiscences by Mr Knight of his experiences in Ghent [Belgium], Italy, Tripoli [Libya], 5th Army at Salerno and tobacco factory burials, Russian Sector in Berlin [Germany] (being barracked at Spandau) and being demobbed, 1940-1945. May contain bad language",2005,1 item,,,,,Open,,,
Item,"Surrey History Centre, Woking",QRWS/30/SIDE/5,QRWS/30/365/5,Audio CD recording (2005) of interview with Mr Sidey in which he talks about his life.,1984,1 CD,"Section one of the interview comprises his memories of being in the Queen's (Royal West Surrey) Regiment including joining up, where he was stationed (including Lucknow and Allahabad) and being in Khartoum, Sudan, after the Sir Lee Stack assassination, [Nov 1924].  In the remaining sections, he talks about life in London as a boy working with horses for his father (who was a coachman and later a head horse keeper) and then after his discharge from the army, working for various companies in London, his move to Sheffield and his work in the police force.\r\n\r\nCD also includes jpeg format copies (2008) of scanned photographs from which copies -/-/-/2-4 are taken",,,Open,,,,
Collection,"Surrey History Centre, Woking",SGW/13,SGW/13,SURREY IN THE GREAT WAR ORAL HISTORY PROJECT: INTERVIEWS,2017-2022,,"Each interviewee is assigned a separate series within this collection, with a folder title giving name and date of interview.  Each folder contains the following sub-folders: 'Documents', for administrative material relating to the interview, and earlier versions of track summaries where available; 'Public' for copies of material such as photographs, documents and artefacts referred to during the interview, mp3 format copies of the recordings, tagging files in Excel format, and the final version of the track summary; 'Recordings' for files in Raw and Wav format; and 'Tagging' for those recordings tagged using Audacity.  The data for each interviewee may lack one or more of the sub-folders.  The dates of each file are the date the digital file was last edited, and for the Raw and Wav recordings files, the date of the interview.  The date of interview is also given in the series title for each interviewee in the format (yyyy-mm-dd).",,Only the files in the Public folder are available for public access.,,"Transferred from Surrey in the Great War project oral history recordings team in February 2022.  The Surrey in the Great War oral history interviews were one strand of 'Surrey in the Great War: A County Remembers', a four year project, run by Surrey Heritage and supported by the Heritage Lottery Fund, which aimed to discover how the 1914-1918 conflict affected those left behind, in the county, on the Home Front.  The project website is https://www.surreyinthegreatwar.org.uk/",,,
Series,"Surrey History Centre, Woking",SGW/13/1/,SGW/13/1,Adams_Brian 2018 02 27,2018,,"Interview of Brian Adams for Surrey in the Great War oral history project.  Subjects: First World War, Second World War, National Service, Canadians, Guildford Technical School, apprenticeship, family, Cranleigh, Dunsfold",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/2/,SGW/13/2,Barlow_Jenny  2019-07-03,2019,,Interview of Jenny Barlow for Surrey in the Great War oral history project,,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/3/,SGW/13/3,Brookes_Peter 2017-08-14,2017,,"Interview of Peter Brookes for Surrey in the Great War oral history project.\r\n\r\nSubjects:\r\nArmy service - Singapore, assistant adjutant, National Service;\r\nEmployment - Unwins, Donnelly, Miehle Letterpress, apprenticeship, Monotype, teaching, Vickers aircraft factory, Science Abstracts, equation men, unions rules;\r\nEducation - Guildford School of Art, Goldsworth School;\r\nSecond World War - loss of manpower and paper, Vickers, Lord Beaverbrook",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/4/,SGW/13/4,Butler_Elizabeth 2019-01-20,2019,,Interview of Elizabeth Butler for Surrey in the Great War oral history project.  Subject: disability after gassing in First World War,,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/5/,SGW/13/5,Clark_Monica and Watson_Muriel 2019-08-12,2019,,"Interview of Monica Clark and Muriel Watson for Surrey in the Great War oral history project.\r\n\r\nSubjects:\r\nSecond World War - Father was Ambulance Driver with 8th Army. Action at Anzio Beachhead and Monte Casino. Did not see him throughout (6 years) and when returned he was like a stranger to the children. He rarely spoke about his experience but clearly traumatised him as he would shout out in the middle of the night.  They had evacuees, children and some mothers. One thin baby without its mother.  2 Doodlebugs dropped nearby, fright causing one girl to fall downstairs. Left a crack down front of cottage.\r\n\r\nEntertainment - Board games, radio, Just William.\r\n\r\nLocale - Went to St John's Church, Windlesham, including Sunday School, but Monica confirmed at Chobham; Muriel not confirmed.  Grandparents in Sunningdale used to walk to Windlesham via the golf course.\r\n\r\nSport - Athletics at School and Lion Works Sports Day. Ascot Races. Grandfather take in bicycles to mind while at races.\r\n\r\nHealth - Family generally healthy. Girls had Yellow Jaundice; mum broke arm walking to Windlesham.  Mum avoided calling Doctor if possible due to cost. Glad when NHS arrived.",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/6/,SGW/13/6,Mrs C 2017-07-18,2017,,"Interview of Mrs C for Surrey in the Great War oral history project.  The file names have been anonymised for the public catalogue, but the data retains the original file names.\r\n\r\nSubjects:\r\nChildhood - Outdoors play;\r\nVillage life - Shops, caring for neighbours;\r\nEmployment - Brickworks, Vickers, Unwins, farm work, postman;\r\nEducation - School\r\nEntertainment - Cinemas, village hall;\r\nFood - Seasonality, local produce;\r\nTransport - Cars, rail, bus;\r\nFamily life - Caring for elders, parents, husband;\r\nSeasonality - Weather, food, transport",,,,,,,
Item,"Surrey History Centre, Woking",SGW/13/6/1/1/2,SGW/13/6/1/1/2,Mrs C Oral History Recording agreement.pdf,24/08/2017,,,,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/7/,SGW/13/7,Collyer_Jean 2020-03-10  ,2020,,"Interview of Jean Collyer for Surrey in the Great War oral history project.\r\n\r\nSubjects:\r\nFamily - London smog, asylum, orphanage, parents, birthday card;\r\nFood - 	Splendo, winkle man, keeping chickens, growing vegetables and fruit, pigs' trotters and ears, heart, liver and kidneys;\r\nSchooldays - Travel on bike, truanting, nature study;\r\nRailway Orphanage, portering, guarding bodies, driving, holidays reunion;\r\nFirst World War - Grandfathers not returning;\r\nEmployment - Florist, Castelco, Lion Works, laundry, asylum, woodworks, telephone exchange, park;\r\n1953 coronation - Food, entertainment, organisation, fancy dress, prizes;\r\nLeisure activities - Cycling, swimming, dancing, cinema, holidays, Chobham band, music;\r\nTravel - Train, scooters, cycling, walking;\r\nSecond World War - German bombers, National Service, rationing, growing own food, father injured by bomb",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/8/,SGW/13/8,Collyer_Michael (Mick) 2018-03-26,2018,,"Interview of Michael Collyer for Surrey in the Great War oral history project.\r\n\r\nSubjects:\r\nFirst World War - Mud, corrugated iron, Salvation Army, medals;\r\nSecond World War - Vickers bombing, Home Guard, bomb shelters;\r\nCareers - Coachworks, spray-painting, teaching, carterer, in-service, apprenticeships, bookie's runner, milkman, publican;\r\nFood - Simple, joints, potatoes, Spotted Dick, Suet pudding, Blenheim apples;\r\nLeisure - Cycling, cinema, church, swimming in River Thames, football;\r\nFamily - Father, uncle, sisters;\r\nTransport - Cycling, motor-cycling;\r\nChurch - Sunday school, Easter service;\r\nLife at home - Wash day, coppers, mangle, bucket and spade toilet, heating, electric lighting, candles",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/9/,SGW/13/9,Crick_Nancy 2017-08-07,2017,,"Interview of Nancy Crick for Surrey in the Great War oral history project.\r\n\r\nSubjects:\r\nFirst World War - Memorials, khaki uniform, late call up;\r\nSecond World War - Incendiary bombs, exemption, Women's Auxiliary Police Corps;\r\nEmployment - Duke of Northumberland's Albury Estate, painter and decorator, post-First World War unemployment, song, shops, gardener, companion, Air Force, Women's Auxiliary police force, munitions, needlework;\r\nLeisure activities - needlework, maypole, sports, cricket, boxing match, football, dances, whist drives, piano, Duchess of Northumberland's 'At Home';\r\nLocal and national events - journalist, newspaper reports, banns in church, bigamy, Wigwam murder trial;\r\nFood and drink - Allotment, own produce, fruit trees, cocoa, tins of fruit;\r\nEducation - School, gypsy school, Sunday school, prizes;\r\nHealthcare - Hospital fund, diphtheria, isolation hospital, local doctor, child's funeral, epilepsy;\r\nFamily life - Grandmother, aunts, uncles, cousins, sister being born, daughter's death",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/10/,SGW/13/10,Dunn_Tim  2019-01-31,2019,,"Interview of Tim Dunn for Surrey in the Great War oral history project.\r\n\r\nSubjects:\r\nPeople - Grandfather: Francis (Frank Freer),  Grandmother: Ivy Freer, Great-uncle: Arthur Edgar Freer, Great-Uncle: George Freer, Winston Churchill, A W Curtis, Mr Knibbs, Father: William Arthur Dunn, Uncle: Edward Dunn, Grandfather: William Dunn, Les Dawson;\r\nPlaces - Bramley, Mill Road and Eastwood Road; Weybridge, Gascoigne Road and High Street; Shalford, Arras, Somme, Ripon, Leith, Rugby School, Barrow-on-Soar, Guildford; POW Camps: Werben Camp - Gardelegen, Langensalza;\r\nWork - W H Smith kiosk, chauffeur, watch repairs, Sun Electric, British Aerospace, Concorde;\r\nArmy - Rifle Brigade, 11th Battalion Duke of Cambridge's Own Middlesex Regiment Lewis Gun Section, Mentioned in Despatches, de-loused, Military Medal, Coldstream Guards, Tank Corps;\r\nBattles - Somme, Vimy Ridge, Albert, Boer War;\r\nWounds/killed - Frank's foot, Arthur Freer, newspaper cuttings - Surrey Advertiser;\r\nPrisoner of War - Letters, postcards, Werben Camp - Gardelegen, Langensalza, Young Men's Christian Association - Berlin, shell-shocked prisoner;\r\nLetters and postcards - Frank Freer, Prisoner of War, wife, parents, Commanding Officer;\r\nSecond World War - Train hit by bomb, Fibre Works, Home Guard, Palestine, Coldstream Guards, Italy, Tank Corps;\r\nMemorials - Weybridge, Arras;\r\nHealth - Grandfather, cancer, sports race;\r\nHome - Bramley, Weybridge, Shalford, cottage, heating, journey to school",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/11/,SGW/13/11,Fairlie_Alan  2019-02-08 ,2019,,"Interview of Alan Fairlie for Surrey in the Great War oral history project.\r\n\r\nSubjects:\r\nFirst World War - Diary, letters, recovery from injury, missing medals;\r\nSecond World War - RAF, parachutes, barrage balloons, billeting, air raid shelter;\r\nChildhood - strict, safe, friendless;\r\nSchool - Eleven Plus, Secondary school, exams;\r\nShopping - Rationing\r\nEmployment - Farming, ironmongery, banking",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/12/,SGW/13/12,Farquharson_Jean 2020-12-17,2020,,"Interview of Jean Farquharson for Surrey in the Great War oral history project.\r\n\r\nSubjects: Work at Chilworth Mill, 1914-1918, Shalford Crossing, chronic war wounds, post-First World War employment",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/13/,SGW/13/13,Field_Charles 2018-01-17,2018,,"Interview of Charles Field for Surrey in the Great War oral history project.\r\n\r\nSubjects from Charles Field interview:\r\nFather and uncle in First World War - Palestine, Cambrai, army letters;\r\nFather's work - Parents, occupations;\r\nSchool and work - Education, occupation;\r\nFamily activities - Family, leisure, church, beliefs;\r\nSecond World War - Dogfights, bombs, doodlebug;\r\nHome life - Poverty, food, house.\r\n\r\nSubjects from Kevin Field interview:\r\nA soldier's life - Regiment, France, Cambrai;\r\nBattle of Cambrai - Tanks, tactics;\r\nDeath of great-uncle - Death, memorials, reflections",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/14/,SGW/13/14,Finnegan_Alan 2021-05-12 ,2021,,"Interview of Alan Finnegan for Surrey in the Great War oral history project.\r\n\r\nSubjects:\r\n\r\nFirst World War - Battle of the Somme (First Day), Gallipoli;\r\nBritish Army - Private 4730 Arthur Draper, 8th Battalion East Surrey Regiment; Private William (Billy) Littlejohn, 8th Battalion Norfolk Regiment; Captain Wilfred Nevill; Jack George Warren, 1st Battalion Essex Regiment;\r\nFootball - Football charge, Battle of the Somme.\r\nPrivate Arthur Draper - 8th Battalion East Surrey Regiment, Somme, Football charge, wounded, Widnes Hospital, Kingston Barracks, newspaper articles, photographs, work, El Vinos Wine Merchant, Hop Pole Public House, jokester, practical jokes, wife, Second World War;\r\nFamily - Draper, Littlejohn, Perrin;\r\nPlaces - Putney, Portland Place, South Lambeth, Newington, Balham, El Vinos Wine Merchant, Widnes Hospital, Kingston Barracks, Epsom Racecourse, Elephant and Castle Theatre.\r\nEmployment - Hop Pole Public House, Putney Bridge Road, London; El Vinos, London.\r\nHumour - Jokester, practical jokes.\r\nNewspapers - Surrey Comet, Surrey Advertiser, Daily Mirror, Observer (Crawley);\r\nSecond World War - Outbreak, RAF, aeroplanes: Spitfire and Hurricane, Cranwell, Biggin Hill, training, Sidney Finnigan, ARP, air raids, sheltering in cellar, anti-aircraft gun.\r\nSidney Finnigan - Work, RAF, American Airlines, Pan-Am Airlines, El-Al Airlines, Middle East, Israel, Palestine;\r\nPalestine - Israel, Arabs, Uncle Jack:  John Henry Thomas, Stern Gang, David's Hotel.",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/15/,SGW/13/15,Fletcher_Ian 2019-10-29 and 2019-11-29 ,2019,,"Interviews of Ian Fletcher for Surrey in the Great War oral history project.\r\n\r\nSubjects of 29 October 2019 interview:\r\n\r\nPlaces - Russell Road, South Road, Abbey Road and Well Lane in Horsell, Woking;  Horsell Common, Cuinchy (France), Cobar (Australia), Dardanelles, Noreuil (France);\r\nBattles - Mons retreat, Somme, Arras, Ypres, Cambrai, Passchendaele, Gallipoli, Neuve Chapelle, Polygon Wood and others. Also the Seabrook brothers at the Menin Road;\r\nRegiments - Army Service Corps, Royal Horse Artillery, 1st Dorset Regiment, 2nd Battalion The Queen's Royal West Surrey Regiment, 17th Battalion Australian Imperial Force;\r\nPrisoner of War Camps - Soltau, Hamlin, Limburg;\r\nMarriage - Emma Frances Fletcher and William Armitage;\r\nNewspaper - Woking News and Mail\r\nSecond World War - 108 and 614 Squadrons RAF;\r\nWork - Driving, labourer, Gas Board, orchid grower.\r\n\r\nSubjects of 29 November 2019 interview:\r\n\r\nPlaces - Horsell, Woking, Sutton Green, Aldershot, York, Inverness,  Pennsylvania, USA, Australia, Pyle Hill, Gibraltar, Guildford, Kingston upon Thames, Woolwich, Portsmouth, Chatham, Guildford, Send, River Wey;\r\nWork - Railways, Gas Works, labourers, orchid grower, delivery boy for Central Stores, Horsell;\r\nChildhood - Visiting relatives, relatives homes, boat trips, shopping, pleasure flights in Tiger Moth type aircraft;\r\nSecond World War - RAF (108, 614 Squadrons), Odiham, North Africa, Italy, Sicily, Greece, Sinai Desert,  Queen Mary lorries, Lysander aircraft, Malta, Spitfire aircraft;\r\nLaw and order - Arson, Assizes Court records, prisons, prison hulks, transported, Sussex Agricultural Express\r\nPeople - Grandparents, Uncles, Aunts, Great-Grandfather, Richard Collier, Stephen Ceaser, Lord Lucan (in 1800s)",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/16/,SGW/13/16,Fox_Mary 2018-03-27,2018,,"Interview of Mary Fox for Surrey in the Great War oral history project.\r\n\r\nSubjects:\r\n\r\nChildhood - Dungarvan, County Waterford, Ireland;\r\nMother - Died young;\r\nFather - Nicolas Power, shoemaker, British Army;\r\nSiblings - Kathleen, Nicholas;\r\nSchool - Convent School, Nuns;\r\nFirst World War - Father, British Army, gassed\r\nDublin - Nursing, Mater Hospital, social life, dances, Ceilidhs;\r\nEngland - Travelling to, with Kathleen (sister);\r\nNursing - Brookwood Hospital, Kathleen (sister) nursing there, hospital vegetable gardens;\r\nBrookwood, Knaphill - Nursing, Archibald (husband), Catholic Church at Pirbright, Catholic Church at Knaphill;\r\nHusband - Archibald, Research Establishment, Pirbright;\r\nNational Health Service - Start of, effects of NHS",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/17/,SGW/13/17,Gibbs_Graham  2017-07-05,2017,,"Interview of Graham Gibbs for Surrey in the Great War oral history project.\r\n\r\nSubjects: First World War, Second World War, brickmaking, Claygate",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/18/,SGW/13/18,Gosling_Martin 2019-04-17,2019,,"Interview of Martin Gosling for Surrey in the Great War oral history project.\r\n\r\nSubjects:\r\n\r\nSchool - Maple Road, Whyteleafe, Ottershaw School, boarding, gaslights, Christmas productions, Fairoaks airfield, gardening, gas-masks, air raid shelter, sport;\r\nFamily - Police service, music, radio, daily shopping, grandparents, ice on windows, cello, clarinet;\r\nFirst World War - East Surreys, Royal Flying Corps, Battle of Dogger Bank, HMS Indomitable. Blucher;\r\nSecond World War - V1s, doodlebugs, Kenley Aerodrome, Austers, Spitfires, Hurricanes, Canadian soldiers, slit trenches, rationing, noise of engines, broadcast to Resistance;\r\nNorth Downs - The Dobbin, Chalk;\r\nLondon - Smog, air pollution, Churchill's funeral;\r\nCareer - Journalism, police service;\r\nFood - Rationing, grandmother's farm, daily shopping, school meals, picking rosehips for rosehip syrup;\r\nHealth - District nurse, cottage hospital, tonsil removal",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/19/,SGW/13/19,Gregory_Betty   2017-12-06,2017,,"Interview of Betty Gregory for Surrey in the Great War oral history project.\r\n\r\nSubjects:\r\n\r\nChildhood - Schools: Church Street and Kingfield,  air raid shelters, dancing and singing, walks, lessons, paper round;\r\nParents - Irish, Armagh, Catholics walking other side of street;\r\nFather   - John Hector O'Connor, Army, Gordon Highlanders, India and servants, Dardenelles, no pension;\r\nBrother - John O'Connor, artist, butcher, family radio, Queen's Royal West Surrey Regiment, Dunkirk and prisoner of war, embroidery;\r\nMother - Lilian O'Connor (nee Moore), son prisoner of war, sad, worked at Unwins, not much money;\r\n1930s - House, food, school\r\nUnwins employment - Unwins Printers, cycling and bikes, wages, Unwins social life, outings and sport, type of jobs, unions;\r\nSecond World War - 	Flying bombs, air raid shelters, cinema,  ration books;\r\nHealth - Illnesses, ambulances, monthly subscriptions;\r\nExtended family - Paternal grandmother, Kate Isaac, Jewish; paternal grandfather, John O'Connor, Scottish Regiment, Brookwood Cemetery",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/20/,SGW/13/20,Harris_Alan 2019-08-14,2019,,"Interview of Alan Harris for Surrey in the Great War oral history project.\r\n\r\nSubjects:\r\n\r\nEducation - Ewell School, Sutton Grammar School, Wallington Girls school, Dames school, teachers, Cadet force, Old Boy's Association;\r\nFirst World War - Guns, troops, munitions, wounded soldiers, trains, Canadian soldiers, mustard gas, prisoners;\r\nSecond World War - German bombers, evacuation, wardens, shelters, sirens, doodlebugs, damage, railway;\r\nEmployment - Bank, Admiralty",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/21/,SGW/13/21,Harrison_Penelope  2021-02-03 ,2021,,"Interview of Penelope Harrison for Surrey in the Great War oral history project.\r\n\r\nSubjects:\r\n\r\nFather - Leonard Smallwood, Bancroft School, Kingston upon Thames, mother, working in Germany, army, enlistment, rank, promotions, journal, leg wound, hospital, Indian Army, medals, Ceylon, Tobacco Company, South Africa, Jersey, marriage\r\nFirst World War - British Army, Surrey Regiments, France, journal, trenches, wounded, Somme, Vimy Ridge, Trones Wood, Delville Wood, Hulluch, Blighty wound, Indian Army;\r\nBritish Army - 8th Battalion The Queen's Royal West Surrey Regiment; 11th Battalion East Surrey Regiment;\r\nFrance - Somme, Vimy Ridge, Trones Wood, Delville Wood, Hulluch, buried in shell-hole, wounded in leg, hospital, journal;\r\nJournal - France, front line experience, no man's land, shell hole, wounded;\r\nIndian Army - Rank, regiments, 94th Russell's Regiment, Himalayas, promotion, Officer's booklet, horse called Dorothy;\r\nMesopotamia - Afghanistan, Iraq, Kashmir, Himalayas, Arab revolt, Manchester Regiment, Manchester incident, King Faisal, coronation, photographs;\r\nSecond World War - Ceylon, Japanese, South Africa, Jersey, blitz, doodlebug;\r\nCeylon - Tobacco company, chummary, Japanese invasion threat, radio broadcasts, defence, harbour bombed, mothers and children evacuated;\r\nSouth Africa - Home life, father visiting;\r\nJersey - Boat journey, birthday party, post-occupation, swastikas, house searches, provisions, schooling, childhood, home life;\r\nHome life - Separation from father, South Africa, snakes, Jersey, schooling, convent, home help, German girl, nanny",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/22/,SGW/13/22,Hay_John 2018-03-07,2018,,"Interview of John Hay for Surrey in the Great War oral history project.\r\n\r\nSubjects:\r\n\r\nArmy Service - HMS Sussex, Gibraltar, Malta, Bermuda, Suez, Trincomalee, Singapore, Malacca Straits, Malaya;\r\nEmployment - Radar, sub[marine], \r\nHousing - Monotype, Linotype, Word Processor, Unwins.\r\nRoyal Flying Corps, Guernica, International Brigade, Spanish Civil War",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/23/,SGW/13/23,Hayman-Joyce_John 2019-02-20,2019,,Interview of John Hayman-Joyce for Surrey in the Great War oral history project.\r\n\r\nSubjects:\r\n\r\nFirst World War effect on family; VAD nursing ; dangers of being a First World War pilot; enterprise in London and Australia; Hilders Hospital; Hangerfield House; anti-German sentiment in First World War,,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/24/,SGW/13/24,Hoad_Michelle 2019-05-20,2019,,"Interview of Michelle Hoad for Surrey in the Great War oral history project.\r\n\r\nSubjects: First World War, Second World War, Switzerland",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/25/,SGW/13/25,Hurn_Peter and Hurn_Brian 2017-08-18 and 2017-09-27,2017,,"Interviews of Peter Hurn and Brian Hurn for Surrey in the Great War oral history project.\r\n\r\nSubjects of Brian Hurn interview:\r\n\r\nGrandfather - Ernest Albert Gray;\r\nHome life - Croydon;\r\nSport - Cricket, Oval, football, Selhurst Park;\r\nArmy -  Royal Scots Fusiliers, India, South Africa, horses;\r\nWar wound - Shot in arm,  Doctor, discharge;\r\nBrian's early life - Grandparents at Croydon, School pencil, evacuation, Eston, New Addington, bunker;\r\nGrandfather's first job - Jewellers, Villiers Street, Charing Cross station;\r\nGrandfather's post- First World War job - Croydon Council, disinfector, diseases, van driver;\r\nGrandfather's marriage - Croydon Hospital, cook, daughter.\r\n\r\nSubjects of Peter Hurn interview:\r\n\r\nGrandfather - Ernest Albert Gray;\r\nHome life - Croydon;\r\nSport - Dad watching boxing, grandfather, football, Crystal Palace;\r\nArmy - Joining up, Royal Scots Fusiliers, India, South Africa, unfair and unreasonable deployment, Mons Star;\r\nWar wound - Shot, 1914; Hospitals: Hamilton, Croydon; abuse in street;\r\nPolitics - First Labour Councillor, Croydon\r\nMum's memories - Bread queue.;\r\nGrandparent's home - Growing fruit and vegetables, outside toilet;\r\nFather's jobs - 	Milkman, hand drawn cart, Croydon Power Station;\r\nGreat Aunt Winifred - Munitions factory\r\nGreat Uncles - Herbert and George Cate, Reg and Jack Isaac",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/26/,SGW/13/26,Jeffery_Maureen  2019-02-14,2019,,"Interview of Maureen Jeffery for Surrey in the Great War oral history project.\r\n\r\nSubjects:\r\n\r\nFirst World War and Second World War - Evacuation. air raid shelter, Zeppelins, doodlebugs;\r\nChildhood - Games, meals, rationing;\r\nSchool - Commercial course at secondary school, plays;\r\nShopping - Rationing, meat, self-service, Provident cheques;\r\nEmployment - Rank, Banks, London, butcher;\r\nRecreation - Racing pigeons, jitterbug;\r\nHealth - Hospitals",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/27/,SGW/13/27,Knibb_Vic 2017-07-13,2017,,"Interview of Vic Knibb for Surrey in the Great War oral history project.\r\n\r\nSubjects:\r\n\r\nArmy service - Discipline, India, Bicycle Brigade, Kohima, Imphal, atomic bomb, West Kents, Mandalay;\r\nEmployment - Farm work, factory, Roberts Radio, Company secretary, builder, shopkeeper, carpenter, Lace and Linen, Alderney and Sparrow, Trollope and Colls;\r\nBuilding trade - Carpenter; foreman, contracts manager;\r\nLeisure activities - Radio, reading, visiting family, horse racing, cycling;\r\nTransport - Bikes, cars, motorbikes, dinghies, barges on river;\r\nFood and drink - Own produce, ducks, jam, marmalade, half-rations, Water Buffalo, poisoned water;\r\nEducation - School, travel to school;\r\nHousing - Houseboat; asbestos bungalow, no heating, chimneys, grime;\r\nFamily life - Grandparents, aunt in care, father's motorcycle accident",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/28/,SGW/13/28,Kohlbeck_Eileen 2019-08-08,2019,,"Interview of Eileen Kohlbeck for Surrey in the Great War oral history project.\r\n\r\nSubjects: First World War, Walton on Thames, domestic service, Second World War, Nettlefold Film Studios, family life",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/29/,SGW/13/29,Maciuk_Peter 2019-03-20,2019,,"Interview of Peter Maciuk for Surrey in the Great War oral history project.\r\n\r\nSubjects: First World War; charabanc business; Polish Officer Marcel Maciuk in Second World War; Peter Maciuk; First World War artefacts, Tunbridge Wells",,,,,,,
Series,"Surrey History Centre, Woking",SGW/13/30/,SGW/13/30,Maciuk_Thelma 2019-03-20,2019,,Interview of Thelma Maciuk for Surrey in the Great War oral history project.\r\n\r\nSubjects: Charabanc; accident in car; Walter Dunsby,,,,,,,
